"","X.1","X","metabolite","feature_id","compound_superclass","molecular_formula","adduct","precursor_formula","npc_number_pathway","npc_number_pathway_probability","npc_number_superclass","npc_number_superclass_probability","npc_number_class","npc_number_class_probability","classy_fire_number_most_specific_class","classy_fire_number_most_specific_class_probability","gnps_cosine_score","gnps_mz_error_ppm","gnps_compound_name","gnps_compound_class","gnps_compound_subclass","coraldb_cosine_score","coraldb_mz_error_ppm","coraldb_compound_family","coraldb_compound_superclass","coraldb_compound_class","exact_mass","database","clusterIndex","refined_origin","compound_class","coraldb_compound_name","display_class","XGBoost_Importance","RandomForest_Importance","scler_ubiquity","non_scler_ubiquity","pepmass.x","RT","fatty_acid","compound_name","pepmass.y","LipidClass","total_ubiquity"
"11196",11196,11196,"x14126_674_49368_6_925",14126,"Unknown","C38H69NO7","[M + Na]+","C38H69NO7","Fatty acids",0.915349423885346,"Unknown",0.532079041004181,"Unknown",0.256239652633667,"Unknown",0.681754469871521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,21.2616822429907,9.55882352941176,NA,NA,NA,NA,NA,NA,18.3098591549296
"11197",11197,11197,"x15711_520_4725_7_547",15711,"Unknown","C33H61NO3","[M + H]+","C33H61NO3","Unknown",0.581642329692841,"Unknown",0.419439882040024,"Unknown",0.360440850257874,"Unknown",0.765303194522858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","Unknown",NA,"Unknown",0,0,25.4672897196262,16.9117647058824,NA,NA,NA,NA,NA,NA,23.7676056338028
"11198",11198,11198,"x40061_1088_9588_16_268",40061,"Unknown","C44H52Br4O4S4","[M + H]+","C44H52Br4O4S4","Fatty acids",0.977074980735779,"Unknown",0.0818265751004219,"Unknown",0.047117218375206,"Unknown",0.568303167819977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Symbiont","Unknown",NA,"Unknown",0,0,16.3551401869159,13.9705882352941,NA,NA,NA,NA,NA,NA,15.669014084507
"11199",11199,11199,"x11253_648_52027_5_694",11253,"Unknown","C39H69NO6","[M + H]+","C39H69NO6","Fatty acids",0.990310490131378,"Unknown",0.81309175491333,"Unknown",0.737941205501556,"Unknown",0.59868597984314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0.000480190831898177,50,31.6176470588235,NA,NA,NA,NA,NA,NA,45.7746478873239
"11200",11200,11200,"x31667_816_67596_13_591",31667,"Oligopeptides","C47H91N3O6","[M + Na]+","C47H91N3O6","Unknown",0.791160821914673,"Oligopeptides",0.931180119514465,"Unknown",0.537691831588745,"Unknown",0.636904001235962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Symbiont","Unknown",NA,"Unknown",0,0,34.8130841121495,9.55882352941176,NA,NA,NA,NA,NA,NA,28.5211267605634
"11201",11201,11201,"x15091_481_31092_7_349",15091,"Carotenoids (C40)","C34H40O2","[M + H]+","C34H40O2","Terpenoids",0.984161078929901,"Carotenoids (C40)",0.899158954620361,"Unknown",0.409014075994492,"Diterpenoids",0.888357996940613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,0,2.94117647058824,NA,NA,NA,NA,NA,NA,0.704225352112676
"11202",11202,11202,"x27381_542_51665_12_563",27381,"Unknown","C33H67NO4","[M + H]+","C33H67NO4","Fatty acids",0.973006248474121,"Unknown",0.626268923282623,"Unknown",0.651685118675232,"N-acyl amines",0.912866413593292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,23.1308411214953,11.7647058823529,542.51665,12.563,"14:0",NA,NA,NA,20.2464788732394
"11203",11203,11203,"x3297_1051_62296_3_007",3297,"Unknown","C52H92N4O14S","[M + Na]+","C52H92N4O14S","Unknown",0.745976984500885,"Unknown",0.341198831796646,"Unknown",0.249124124646187,"Unknown",0.801200985908508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,15.1869158878505,0,NA,NA,NA,NA,NA,NA,11.443661971831
"11204",11204,11204,"x1384_428_30182_1_572",1384,"Eicosanoids","C23H41NO6","[M + H]+","C23H41NO6","Fatty acids",0.982361733913422,"Eicosanoids",0.993702828884125,"Prostaglandins",0.962753176689148,"Prostaglandins and related compounds",0.99864012002945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","Prostaglandins",NA,"Other",0,0,4.67289719626168,12.5,NA,NA,NA,NA,NA,NA,6.51408450704225
"11205",11205,11205,"x41631_956_83901_17_352",41631,"Unknown","C30H28I4N2O2","[M + H]+","C30H28I4N2O2","Unknown",0.702977359294891,"Unknown",0.576846361160278,"Unknown",0.0773284360766411,"Unknown",0.578016042709351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,0.233644859813084,0,NA,NA,NA,NA,NA,NA,0.176056338028169
"11206",11206,11206,"x14900_520_38014_7_252",14900,"Unknown","C34H49NO3","[M + H]+","C34H49NO3","Unknown",0.678052484989166,"Unknown",0.226837068796158,"Unknown",0.0415270961821079,"Unknown",0.66056764125824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","Unknown",NA,"Unknown",0,0,5.14018691588785,0.735294117647059,520.38014,7.252,"28:8",NA,NA,NA,4.04929577464789
"11207",11207,11207,"x36000_949_80167_14_728",36000,"Glycerolipids","C63H106O4","[M + Na]+","C63H106O4","Fatty acids",0.998699426651001,"Glycerolipids",0.985767245292664,"Triacylglycerols",0.996554613113403,"Unknown",0.651151657104492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","TAG",NA,"TAG",0,0,42.7570093457944,60.2941176470588,NA,NA,NA,NA,NA,NA,47.1830985915493
"11208",11208,11208,"x1655_522_37973_1_795",1655,"Unknown","C30H51NO6","[M + H]+","C30H51NO6","Fatty acids",0.966553092002869,"Unknown",0.299377769231796,"Unknown",0.740200519561768,"Unknown",0.502339959144592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,9.11214953271028,22.0588235294118,NA,NA,NA,NA,NA,NA,12.3239436619718
"11209",11209,11209,"x39578_1116_91481_15_995",39578,"Tyrosine alkaloids","C44H34Br4F6N2O6","[M + H]+","C44H34Br4F6N2O6","Unknown",0.654893696308136,"Tyrosine alkaloids",0.887470841407776,"Unknown",0.610100388526917,"Unknown",0.500958561897278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Symbiont","Unknown",NA,"Unknown",0,0,30.3738317757009,0,NA,NA,NA,NA,NA,NA,22.887323943662
"11210",11210,11210,"x145_337_20096_0_813",145,"Unknown","C19H28O5","[M + H]+","C19H28O5","Fatty acids",0.962712526321411,"Unknown",0.785072326660156,"Prostaglandins",0.956861197948456,"Prostaglandins and related compounds",0.952354490756988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Prostaglandins",NA,"Other",0,0,10.5140186915888,0,NA,NA,NA,NA,NA,NA,7.92253521126761
"11211",11211,11211,"x20069_842_7019_9_475",20069,"Glycerophospholipids","C49H96NO7P","[M + H]+","C49H96NO7P","Fatty acids",0.999697804450989,"Glycerophospholipids",0.99996030330658,"Glycerophosphocholines",0.954148054122925,"Glycerophosphocholines",0.915182530879974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Glycerophosphocholines",NA,"Glycerophosphocholines",0,0,0,5.88235294117647,NA,NA,NA,NA,NA,NA,1.40845070422535
"11212",11212,11212,"x18206_864_5817_8_567",18206,"Unknown","C45H73N11O6","[M + H]+","C45H73N11O6","Amino acids and Peptides",0.940170168876648,"Unknown",0.6611248254776,"Unknown",0.742124259471893,"Unknown",0.72191971540451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,25.9345794392523,28.6764705882353,NA,NA,NA,NA,NA,NA,26.7605633802817
"11213",11213,11213,"x32131_736_62589_13_688",32131,"Unknown","C48H81NO4","[M + H]+","C48H81NO4","Unknown",0.840271770954132,"Unknown",0.371127814054489,"Unknown",0.369236201047897,"Unknown",0.777149081230164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,39.9532710280374,29.4117647058824,NA,NA,NA,NA,NA,NA,37.1478873239437
"11214",11214,11214,"x6082_524_40521_3_969",6082,"Glycerophospholipids","C27H58NO6P","[M + H]+","C27H58NO6P","Fatty acids",0.999989986419678,"Glycerophospholipids",0.999487042427063,"Glycerophosphocholines",0.878405570983887,"Phosphocholines",0.984313249588013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Glycerophosphocholines",NA,"Glycerophosphocholines",0,0,15.8878504672897,39.7058823529412,NA,NA,NA,NA,NA,NA,21.4788732394366
"11215",11215,11215,"x26863_948_51719_12_431",26863,"Oligopeptides","C43H69N11O13","[M + H]+","C43H69N11O13","Amino acids and Peptides",0.986567378044128,"Oligopeptides",0.941230237483978,"Cyclic peptides",0.958862125873566,"Oligopeptides",0.854408979415894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","Cyclic peptides",NA,"Cyclic peptides",0,0,13.5514018691589,0.735294117647059,NA,NA,NA,NA,NA,NA,10.387323943662
"11216",11216,11216,"x27322_594_54631_12_55",27322,"Unknown","C37H71NO4","[M + H]+","C37H71NO4","Fatty acids",0.970869779586792,"Unknown",0.604228556156158,"Unknown",0.780411839485168,"Unknown",0.570274829864502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,34.5794392523364,22.7941176470588,594.54631,12.55,"18:1",NA,NA,NA,31.5140845070423
"11217",11217,11217,"x20371_916_63382_9_614",20371,"Unknown","C50H85N5O10","[M + H]+","C50H85N5O10","Polyketides",0.918618381023407,"Unknown",0.811295032501221,"Unknown",0.400902271270752,"Unknown",0.646110236644745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Symbiont","Unknown",NA,"Unknown",0,0,19.8598130841121,3.67647058823529,NA,NA,NA,NA,NA,NA,15.8450704225352
"11218",11218,11218,"x34977_1006_80014_14_373",34977,"Glycerophospholipids","C56H112NO11P","[M + H]+","C56H112NO11P","Fatty acids",0.999999761581421,"Glycerophospholipids",0.999990940093994,"Glycerophosphoethanolamines",0.924864172935486,"Phosphatidylethanolamines",0.982687175273895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","GPEtn",NA,"GPEtn",0,0,39.4859813084112,0.735294117647059,NA,NA,NA,NA,NA,NA,29.9295774647887
"11219",11219,11219,"x25113_1434_14403_11_973",25113,"Oligopeptides","C81H146N14O6","[M + Na]+","C81H146N14O6","Amino acids and Peptides",0.887481451034546,"Oligopeptides",0.907756507396698,"Unknown",0.768968403339386,"Unknown",0.516543030738831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,0,4.41176470588235,NA,NA,NA,NA,NA,NA,1.05633802816901
"11220",11220,11220,"x19733_522_48907_9_263",19733,"Sphingolipids","C33H63NO3","[M + H]+","C33H63NO3","Fatty acids",0.999630808830261,"Sphingolipids",0.997881829738617,"Ceramides",0.998036444187164,"Ceramides",0.999958992004394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Ceramides",NA,"Ceramides",0,0,39.7196261682243,22.0588235294118,NA,NA,NA,NA,NA,NA,35.2112676056338
"11221",11221,11221,"x4068_520_43695_3_337",4068,"Triterpenoids","C32H57NO4","[M + H]+","C32H57NO4","Terpenoids",0.976460516452789,"Triterpenoids",0.999059617519379,"Oleanane triterpenoids",0.875535190105438,"Triterpenoids",0.939166605472565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Oleanane triterpenoids",NA,"Other",0,0,2.10280373831776,19.1176470588235,NA,NA,NA,NA,NA,NA,6.16197183098592
"11222",11222,11222,"x34875_844_71616_14_379",34875,"Glycerophospholipids","C49H98NO7P","[M + H]+","C49H98NO7P","Fatty acids",0.999981999397278,"Glycerophospholipids",0.999745190143585,"Glycerophosphocholines",0.999982118606567,"Unknown",0.507574856281281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Symbiont","Glycerophosphocholines",NA,"Glycerophosphocholines",0,0,34.8130841121495,5.88235294117647,NA,NA,NA,NA,NA,NA,27.6408450704225
"11223",11223,11223,"x4272_472_34201_3_411",4272,"Unknown","C27H47NO4","[M + Na]+","C27H47NO4","Unknown",0.576442182064056,"Unknown",0.456139713525772,"Unknown",0.767264008522034,"Unknown",0.698969662189484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","Unknown",NA,"Unknown",0,5.53831196063714e-05,7.00934579439252,32.3529411764706,472.34201,3.411,"22:6",NA,NA,NA,13.0281690140845
"11224",11224,11224,"x5859_269_22638_3_851",5859,"Unknown","C20H28","[M + H]+","C20H28","Terpenoids",0.99329149723053,"Unknown",0.620992362499237,"Unknown",0.806983888149261,"Unknown",0.655983209609985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,0,25.7352941176471,NA,NA,NA,NA,NA,NA,6.16197183098592
"11225",11225,11225,"x19345_798_56252_9_056",19345,"Glycerophospholipids","C44H80NO9P","[M + H]+","C44H80NO9P","Fatty acids",0.999903678894043,"Glycerophospholipids",0.999798119068146,"Glycerophosphocholines",0.946194767951965,"Phosphatidylcholines",0.992911159992218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Glycerophosphocholines",NA,"Glycerophosphocholines",0,0,10.0467289719626,6.61764705882353,NA,NA,NA,NA,798.5625,"PC",9.15492957746479
"11226",11226,11226,"x5512_447_38367_3_781",5512,"Unknown","C29H50O3","[M + H]+","C29H50O3","Terpenoids",0.914119005203247,"Unknown",0.690135419368744,"Unknown",0.812454581260681,"Unknown",0.844572842121124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,0,6.61764705882353,NA,NA,NA,NA,NA,NA,1.58450704225352
"11227",11227,11227,"x27140_763_63565_12_548",27140,"Polyprenols","C52H84O2","[M + Na]+","C52H84O2","Terpenoids",0.999849796295166,"Polyprenols",0.961024820804596,"Unknown",0.798438847064972,"Unknown",0.532086670398712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,30.3738317757009,55.8823529411765,NA,NA,NA,NA,NA,NA,36.443661971831
"11228",11228,11228,"x10791_846_62538_5_566",10791,"Glycerophospholipids","C46H88NO10P","[M + H]+","C46H88NO10P","Fatty acids",0.999964475631714,"Glycerophospholipids",0.999939680099487,"Unknown",0.632667481899261,"Phosphatidylcholines",0.990024447441101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,37.1495327102804,29.4117647058824,NA,NA,NA,NA,846.6254,"PC",35.0352112676056
"11229",11229,11229,"x5452_402_27928_3_727",5452,"Unknown","C20H39N3O3S","[M + H]+","C20H39N3O3S","Unknown",0.081867478787899,"Unknown",0.559482157230377,"Unknown",0.106226496398449,"Unknown",0.578547537326813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,0,3.67647058823529,NA,NA,NA,NA,NA,NA,0.880281690140845
"11230",11230,11230,"x23649_784_60041_11_428",23649,"Unknown","C39H77N9O7","[M + H]+","C39H77N9O7","Unknown",0.847333133220673,"Unknown",0.749616801738739,"Unknown",0.595640540122986,"Unknown",0.528962194919586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both","Unknown",NA,"Unknown",0,0,52.5700934579439,14.7058823529412,NA,NA,NA,NA,NA,NA,43.3098591549296
"11231",11231,11231,"x4640_356_29436_3_518",4640,"Fatty amides","C24H37NO","[M + H]+","C24H37NO","Fatty acids",0.99517160654068,"Fatty amides",0.96316659450531,"N-acyl amines",0.965577363967896,"N-acyl amines",0.999424576759338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","N-acyl amines",NA,"N-acyl amines",0,2.62728875735551e-05,3.97196261682243,24.2647058823529,NA,NA,NA,NA,NA,NA,8.80281690140845
"11232",11232,11232,"x18869_710_59197_8_84",18869,"Sphingolipids","C42H79NO7","[M + H]+","C42H79NO7","Fatty acids",0.974356234073639,"Sphingolipids",0.978989899158478,"Unknown",0.168424040079117,"Unknown",0.592550098896027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,35.981308411215,15.4411764705882,NA,NA,NA,NA,NA,NA,30.8098591549296
"11233",11233,11233,"x29799_752_6797_13_164",29799,"Unknown","C46H89NO6","[M + H]+","C46H89NO6","Fatty acids",0.99247932434082,"Unknown",0.521967709064484,"Unknown",0.761294960975647,"Amino acids and derivatives",0.997186839580536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","Unknown",NA,"Unknown",0,0,4.4392523364486,3.67647058823529,NA,NA,NA,NA,NA,NA,4.22535211267606
"11234",11234,11234,"x23950_429_37198_11_564",23950,"Meroterpenoids","C29H48O2","[M + H]+","C29H48O2","Terpenoids",0.999538421630859,"Meroterpenoids",0.998728096485138,"Prenyl quinone meroterpenoids",1,"Vitamin E compounds",0.999959230422974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","TQ/THQs",NA,"TQ/THQs",0,0,41.3551401869159,6.61764705882353,NA,NA,NA,NA,NA,NA,32.7464788732394
"11235",11235,11235,"x12906_902_49642_6_413",12906,"Oligopeptides","C38H67N11O14","[M + H]+","C38H67N11O14","Amino acids and Peptides",0.971565783023834,"Oligopeptides",0.919925153255463,"Unknown",0.752577424049377,"Peptides",0.907467901706696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,0.467289719626168,4.41176470588235,NA,NA,NA,NA,NA,NA,1.40845070422535
"11236",11236,11236,"x30075_876_73062_13_318",30075,"Sphingolipids","C51H99NO8","[M + Na]+","C51H99NO8","Fatty acids",0.998675048351288,"Sphingolipids",0.996903479099274,"Neutral glycosphingolipids",0.9937704205513,"Unknown",0.714925587177277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Neutral GSL",NA,"Neutral GSL",0,0,40.1869158878505,21.3235294117647,NA,NA,NA,NA,NA,NA,35.387323943662
"11237",11237,11237,"x5697_982_57313_3_769",5697,"Unknown","C51H83NO17","[M + H]+","C51H83NO17","Unknown",0.697735488414764,"Unknown",0.0907610654830933,"Unknown",0.385115444660187,"Unknown",0.545799195766449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Symbiont","Unknown",NA,"Unknown",0,0,34.8130841121495,25,NA,NA,NA,NA,NA,NA,32.2183098591549
"11238",11238,11238,"x18553_552_44195_8_719",18553,"Unknown","C36H57NO3","[M + H]+","C36H57NO3","Terpenoids",0.958238303661346,"Unknown",0.294620007276535,"Unknown",0.223146006464958,"Delta-5-steroids",0.930131435394287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","Unknown",NA,"Unknown",0,0,7.71028037383178,1.47058823529412,552.44195,8.719,"18:5",NA,NA,NA,6.16197183098592
"11239",11239,11239,"x12090_461_36278_6_093",12090,"Steroids","C29H48O4","[M + H]+","C29H48O4","Terpenoids",0.996495425701141,"Steroids",0.996575891971588,"Cholestane steroids",0.971624910831451,"Unknown",0.779186129570007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","Cholestane steroids",NA,"Other",0,0,26.6355140186916,11.7647058823529,NA,NA,NA,NA,NA,NA,22.887323943662
"11240",11240,11240,"x612_584_30621_1_14",612,"Unknown","C29H45NO11","[M + H]+","C29H45NO11","Terpenoids",0.887628078460693,"Unknown",0.711816787719727,"Unknown",0.212862268090248,"Unknown",0.839605689048767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,0.934579439252336,5.14705882352941,NA,NA,NA,NA,NA,NA,1.93661971830986
"11241",11241,11241,"x24557_753_48294_11_79",24557,"Unknown","C43H60N8O4","[M + H]+","C43H60N8O4","Unknown",0.425232529640198,"Unknown",0.100729919970036,"Unknown",0.406601935625076,"Unknown",0.55729740858078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,11.6822429906542,8.82352941176471,NA,NA,NA,NA,NA,NA,10.9154929577465
"11242",11242,11242,"x9114_423_33838_5_016",9114,"Unknown","C25H46N2OS","[M + H]+","C25H46N2OS","Unknown",0.799010634422302,"Unknown",0.785837888717651,"Unknown",0.29374161362648,"Unknown",0.772722840309143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,3.50467289719626,3.67647058823529,NA,NA,NA,NA,NA,NA,3.52112676056338
"11243",11243,11243,"x21323_541_46149_10_09",21323,"Steroids","C36H60O3","[M + H]+","C36H60O3","Terpenoids",0.989671289920807,"Steroids",0.881017684936523,"Unknown",0.643824219703674,"Unknown",0.791005432605743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,19.1588785046729,7.35294117647059,NA,NA,NA,NA,NA,NA,16.1971830985916
"11244",11244,11244,"x9777_487_35711_5_154",9777,"Carotenoids (C40)","C34H46O2","[M + H]+","C34H46O2","Terpenoids",0.999392151832581,"Carotenoids (C40)",0.997642457485199,"Unknown",0.499740093946457,"Triterpenoids",0.886835753917694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,1.63551401869159,2.94117647058824,NA,NA,NA,NA,NA,NA,1.93661971830986
"11245",11245,11245,"x38377_868_77643_15_526",38377,"Unknown","C56H101NO5","[M + H]+","C56H101NO5","Fatty acids",0.990658164024353,"Unknown",0.317287087440491,"Unknown",0.718165040016174,"N-acyl amines",0.950977981090546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,17.2897196261682,20.5882352941176,NA,NA,NA,NA,NA,NA,17.9577464788732
"11246",11246,11246,"x19621_762_53149_9_207",19621,"Unknown","C45H73NO7","[M + Na]+","C45H73NO7","Fatty acids",0.961218774318695,"Unknown",0.759944677352905,"Triacylglycerols",0.984288454055786,"Triacylglycerols",0.856894135475159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","TAG",NA,"TAG",0,0,38.3177570093458,8.82352941176471,NA,NA,NA,NA,NA,NA,31.1619718309859
"11247",11247,11247,"x6906_1093_53572_4_227",6906,"Unknown","C50H86O24","[M + Na]+","C50H86O24","Unknown",0.518979728221893,"Unknown",0.130935579538345,"Unknown",0.177836507558823,"Unknown",0.604847133159637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,0.233644859813084,0,NA,NA,NA,NA,NA,NA,0.176056338028169
"11248",11248,11248,"x37410_534_4887_15_165",37410,"Sphingolipids","C34H63NO3","[M + H]+","C34H63NO3","Fatty acids",0.999517560005188,"Sphingolipids",0.997524797916412,"Ceramides",0.997715353965759,"Ceramides",0.999811112880707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","Ceramides",NA,"Ceramides",0,0,15.6542056074766,0,NA,NA,NA,NA,NA,NA,12.3239436619718
"11249",11249,11249,"x24802_851_63436_11_89",24802,"Unknown","C44H82N8O8","[M + H]+","C44H82N8O8","Unknown",0.671553671360016,"Unknown",0.79787540435791,"Unknown",0.430191904306412,"Unknown",0.596154987812042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","Unknown",NA,"Unknown",0,0,41.3551401869159,41.9117647058824,NA,NA,NA,NA,NA,NA,41.5492957746479
"11250",11250,11250,"x21483_605_45648_10_178",21483,"Unknown","C38H62O4","[M + Na]+","C38H62O4","Terpenoids",0.943137586116791,"Unknown",0.180642515420914,"Unknown",0.172219946980476,"Unknown",0.839040279388428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","Unknown",NA,"Unknown",0,0,16.1214953271028,4.41176470588235,NA,NA,NA,NA,NA,NA,13.2042253521127
"11251",11251,11251,"x41693_1129_01364_17_457",41693,"Glycerolipids","C71H133NO8","[M + H]+","C71H133NO8","Fatty acids",0.999151349067688,"Glycerolipids",0.996455073356628,"Triacylglycerols",0.999992728233337,"Triacylglycerols",0.999954342842102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","TAG",NA,"TAG",0,0,19.6261682242991,0,NA,NA,NA,NA,NA,NA,14.7887323943662
"11252",11252,11252,"x17126_609_48698_8_181",17126,"Unknown","C40H64O4","[M + H]+","C40H64O4","Terpenoids",0.997588157653809,"Unknown",0.245813220739365,"Unknown",0.734713673591614,"Unknown",0.638645946979523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,12.6168224299065,8.82352941176471,NA,NA,NA,NA,NA,NA,11.6197183098592
"11253",11253,11253,"x136_378_19269_0_734",136,"Unknown","C20H27NO6","[M + H]+","C20H27NO6","Alkaloids",0.952442228794098,"Unknown",0.734078943729401,"Unknown",0.467289686203003,"Unknown",0.590724766254425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","Unknown",NA,"Unknown",0,0,4.90654205607477,0,NA,NA,NA,NA,NA,NA,3.69718309859155
"11254",11254,11254,"x27238_718_61594_12_526",27238,"Unknown","C48H79NO3","[M + H]+","C48H79NO3","Fatty acids",0.994839012622833,"Unknown",0.533815681934357,"Unknown",0.582713782787323,"N-acyl amines",0.947143316268921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,9.11214953271028,17.6470588235294,NA,NA,NA,NA,NA,NA,11.0915492957746
"11255",11255,11255,"x18712_811_5328_8_783",18712,"Carotenoids (C40)","C55H70O5","[M + H]+","C55H70O5","Terpenoids",0.999895811080933,"Carotenoids (C40)",0.997571408748627,"Unknown",0.0874497592449188,"Unknown",0.563650488853455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","Unknown",NA,"Unknown",0,0,29.6728971962617,9.55882352941176,NA,NA,NA,NA,NA,NA,24.6478873239437
