metabolite,pepmass,RT,fatty_acid,feature_id,compound_class,compound_name,molecular_formula,adduct,precursor_formula,npc_number_pathway,npc_number_pathway_probability,npc_number_superclass,npc_number_superclass_probability,npc_number_class,npc_number_class_probability,classy_fire_number_most_specific_class,classy_fire_number_most_specific_class_probability,gnps_cosine_score,gnps_mz_error_ppm,gnps_compound_name,gnps_compound_class,gnps_compound_subclass,coraldb_compound_family,coraldb_compound_superclass,coraldb_compound_class,coraldb_compound_name
x6374_472_34627_4_078,472.34627,4.078,22:6,6374,Unknown,NA,C26H49NO4S,[M + H]+,C26H49NO4S,Unknown,0.5820203423500061,Unknown,0.1406763643026352,Unknown,0.07340312749147415,Unknown,0.5583851337432861,NA,NA,NA,NA,NA,NA,NA,NA,NA
x2974_424_3205_2_901,424.3205,2.901,22:6,2974,Unknown,NA,C28H41NO2,[M + H]+,C28H41NO2,Unknown,0.7260320782661438,Unknown,0.3946690261363983,Unknown,0.6159232258796692,Unknown,0.7523818612098694,NA,NA,NA,NA,NA,NA,NA,NA,NA
x38430_1266_9641_15_568,1266.9641,15.568,22:6,38430,Unknown,NA,C64H40Br4N4O4,[M + Na]+,C64H40Br4N4O4,Shikimates and Phenylpropanoids,0.8920159339904785,Unknown,0.5981561541557312,Unknown,0.4751810729503632,Unknown,0.6379071474075317,NA,NA,NA,NA,NA,NA,NA,NA,NA
x22777_732_55603_10_927,732.55603,10.927,22:6,22777,Unknown,NA,C45H75NO5,[M + Na]+,C45H75NO5,Fatty acids,0.9461690783500672,Unknown,0.5744033455848694,Unknown,0.31381866335868835,Unknown,0.5461158752441406,NA,NA,NA,NA,NA,NA,NA,NA,NA
x38153_1234_96066_15_426,1234.96066,15.426,22:6,38153,Unknown,NA,C72H135N3O6S3,[M + H]+,C72H135N3O6S3,Fatty acids,0.9864777326583862,Unknown,0.48064330220222473,Unknown,0.09823650121688844,Unknown,0.6662036180496216,NA,NA,NA,NA,NA,NA,NA,NA,NA
x36704_1108_90839_14_953,1108.90839,14.953,22:6,36704,Unknown,NA,C59H115N13O5,[M + Na]+,C59H115N13O5,Amino acids and Peptides,0.9390979409217834,Oligopeptides,0.886683464050293,Unknown,0.471182644367218,Unknown,0.8458886742591858,NA,NA,NA,NA,NA,NA,NA,NA,NA
x35647_1204_90679_14_518,1204.90679,14.518,22:6,35647,Unknown,NA,C56H32Br4N4O8,[M + H]+,C56H32Br4N4O8,Unknown,0.17907747626304626,Unknown,0.6279165148735046,Unknown,0.2704066038131714,Unknown,0.6767172813415527,NA,NA,NA,NA,NA,NA,NA,NA,NA
x18141_598_44881_8_467,598.44881,8.467,22:6,18141,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x36036_1230_92539_14_669,1230.92539,14.669,22:6,36036,Unknown,NA,C34H58I4O8S4,[M + H]+,C34H58I4O8S4,Unknown,0.22244572639465332,Unknown,0.03132820501923561,Unknown,0.0451752170920372,Halobenzenes,0.966529905796051,NA,NA,NA,NA,NA,NA,NA,NA,NA
x37929_1208_94871_15_346,1208.94871,15.346,22:6,37929,Unknown,NA,C59H123N15O9,[M + Na]+,C59H123N15O9,Unknown,0.3972792327404022,Unknown,0.746724545955658,Unknown,0.5199710130691528,N-acyl-alpha amino acids and derivatives,0.8854742646217346,NA,NA,NA,NA,NA,NA,NA,NA,NA
x3101_491_3723_2_933,491.3723,2.933,22:6,3101,Unknown,NA,C30H50O5,[M + H]+,C30H50O5,Terpenoids,0.9964753985404968,Triterpenoids,0.996485471725464,Unknown,0.5788804292678833,Triterpenoids,0.8954639434814453,NA,NA,NA,NA,NA,NA,NA,NA,NA
x599_401_31088_1_126,401.31088,1.126,22:6,599,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x13720_576_40795_6_723,576.40795,6.723,22:6,13720,Unknown,NA,C29H55N5O5,[M + Na]+,C29H55N5O5,Unknown,0.15748505294322968,Unknown,0.06810323148965836,Unknown,0.06838139146566391,Unknown,0.5233267545700073,NA,NA,NA,NA,NA,NA,NA,NA,NA
x5973_971_53385_3_851,971.53385,3.851,28:7,5973,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x7106_554_42193_4_318,554.42193,4.318,28:7,7106,Unknown,NA,C35H55NO4,[M + H]+,C35H55NO4,Fatty acids,0.967055082321167,Unknown,0.16788461804389954,Unknown,0.5391319394111633,Unknown,0.8422383666038513,NA,NA,NA,NA,NA,NA,NA,NA,NA
x10375_786_5698_5_404,786.5698,5.404,28:7,10375,Unknown,NA,C43H79NO11,[M + H]+,C43H79NO11,Unknown,0.6943017244338989,Unknown,0.619591474533081,Unknown,0.7375661134719849,Aminoglycosides,0.9076091051101683,NA,NA,NA,NA,NA,NA,NA,NA,NA
x12521_783_44592_6_245,783.44592,6.245,28:7,12521,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x13234_718_48798_6_521,718.48798,6.521,28:7,13234,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x16601_744_53051_7_941,744.53051,7.941,28:7,16601,Unknown,NA,C39H74N3O8P,[M + H]+,C39H74N3O8P,Fatty acids,0.8587085008621216,Unknown,0.4242868721485138,Unknown,0.35284334421157837,Unknown,0.7401682734489441,NA,NA,NA,NA,NA,NA,NA,NA,NA
x18428_485_35664_8_647,485.35664,8.647,28:7,18428,Unknown,NA,C30H48N2OS,[M + H]+,C30H48N2OS,Unknown,0.7730582356452942,Unknown,0.6194456815719604,Unknown,0.22708430886268616,Unknown,0.522873044013977,NA,NA,NA,NA,NA,NA,NA,NA,NA
x19313_1423_09636_9_061,1423.09636,9.061,28:7,19313,Unknown,NA,C88H145N5O8,[M + Na]+,C88H145N5O8,Amino acids and Peptides,0.9193432331085204,Oligopeptides,0.912395179271698,Unknown,0.3814038336277008,Unknown,0.6301504373550415,NA,NA,NA,NA,NA,NA,NA,NA,NA
x19505_838_60341_9_189,838.60341,9.189,28:7,19505,Unknown,NA,C43H79N7O9,[M + H]+,C43H79N7O9,Unknown,0.6504926681518555,Unknown,0.7806482315063477,Unknown,0.3600502014160156,Alpha amino acids and derivatives,0.942040741443634,NA,NA,NA,NA,NA,NA,NA,NA,NA
x20533_652_58849_9_721,652.58849,9.721,28:7,20533,Triacylglycerols,NA,C40H77NO5,[M + H]+,C40H77NO5,Fatty acids,0.9987205862998962,Glycerolipids,0.8992973566055298,Triacylglycerols,0.9406626224517822,Amino acids and derivatives,0.9692830443382264,NA,NA,NA,NA,NA,NA,NA,NA,NA
x21829_882_5589_10_381,882.5589,10.381,28:7,21829,Unknown,NA,C36H73N15O9,[M + Na]+,C36H73N15O9,Amino acids and Peptides,0.8552209138870239,Unknown,0.3201512098312378,Unknown,0.13388319313526154,Unknown,0.8310104012489319,NA,NA,NA,NA,NA,NA,NA,NA,NA
x23099_906_61036_11_109,906.61036,11.109,28:7,23099,Unknown,NA,C43H87N9O5S3,[M + H]+,C43H87N9O5S3,Unknown,0.12284761667251588,Unknown,0.4638426899909973,Unknown,0.298368901014328,Biotin and derivatives,0.9911823272705078,NA,NA,NA,NA,NA,NA,NA,NA,NA
x23844_926_70593_11_53,926.70593,11.53,28:7,23844,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x24101_833_50162_11_639,833.50162,11.639,28:7,24101,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x24774_922_58789_11_807,922.58789,11.807,28:7,24774,Unknown,NA,C47H75N11O8,[M + H]+,C47H75N11O8,Amino acids and Peptides,0.954757034778595,Unknown,0.7836694121360779,Unknown,0.6129440069198608,Oligopeptides,0.8982100486755371,NA,NA,NA,NA,NA,NA,NA,NA,NA
x25892_1241_76687_12_177,1241.76687,12.177,28:7,25892,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x27040_729_54417_12_491,729.54417,12.491,28:7,27040,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x27290_945_70359_12_55,945.70359,12.55,28:7,27290,Unknown,NA,C60H94N2O5,[M + Na]+,C60H94N2O5,Unknown,0.6097472310066223,Unknown,0.2160876840353012,Unknown,0.3756544888019562,Unknown,0.8041994571685791,NA,NA,NA,NA,NA,NA,NA,NA,NA
x37527_998_81385_15_195,998.81385,15.195,28:8,37527,Triacylglycerols,TAG(16:0/18:3/28:8) [M+NH4]+,C13H26O35S8,[M + H]+,C13H26O35S8,Unknown,0.8112283945083618,Unknown,0.03498835489153862,Unknown,0.10015210509300232,Unknown,0.5091841220855713,NA,NA,NA,NA,NA,Glycerolipid,Triacylglycerols,Triacylglycerols,TAG(16:0/18:3/28:8) [M+NH4]+
x38748_998_81637_15_676,998.81637,15.676,28:8,38748,Triacylglycerols,TAG(16:0/18:3/28:8) [M+NH4]+,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,Glycerolipid,Triacylglycerols,Triacylglycerols,TAG(16:0/18:3/28:8) [M+NH4]+
x38552_1048_83215_15_604,1048.83215,15.604,28:8,38552,Triacylglycerols,TAG(16:0/22:6/28:8) [M+NH4]+,C56H111N7O9,[M + Na]+,C56H111N7O9,Amino acids and Peptides,0.9428186416625975,Oligopeptides,0.8881940245628357,Unknown,0.6352867484092712,Unknown,0.5126833915710449,NA,NA,NA,NA,NA,Glycerolipid,Triacylglycerols,Triacylglycerols,TAG(16:0/22:6/28:8) [M+NH4]+
x38628_976_8291_15_615,976.8291,15.615,28:8,38628,Triacylglycerols,TAG(16:0/16:0/28:8) [M+NH4]+,C54H105N9O6,[M + H]+,C54H105N9O6,Amino acids and Peptides,0.8850470781326294,Unknown,0.7906904816627502,Unknown,0.5451479554176331,Unknown,0.7689850330352783,NA,NA,NA,NA,NA,Glycerolipid,Triacylglycerols,Triacylglycerols,TAG(16:0/16:0/28:8) [M+NH4]+
x40170_1002_84881_16_288,1002.84881,16.288,28:8,40170,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x34795_1016_76767_14_341,1016.76767,14.341,28:8,34795,Unknown,NA,C47H97N15O9,[M + H]+,C47H97N15O9,Amino acids and Peptides,0.9382149577140808,Oligopeptides,0.90460205078125,Unknown,0.18113642930984497,Unknown,0.695794939994812,NA,NA,NA,NA,NA,NA,NA,NA,NA
x4939_548_35867_3_58,548.35867,3.58,28:8,4939,Unknown,NA,C32H45N5O3,[M + H]+,C32H45N5O3,Unknown,0.6598589420318604,Unknown,0.587094247341156,Unknown,0.1697273850440979,Unknown,0.5131800770759583,NA,NA,NA,NA,NA,NA,NA,NA,NA
x39310_1050_84622_15_92,1050.84622,15.92,28:8,39310,Unknown,NA,C52H31Br5,[M + H]+,C52H31Br5,Unknown,0.7803068161010742,Unknown,0.5691544413566589,Unknown,0.5073127746582031,Unknown,0.6387535929679871,NA,NA,NA,NA,NA,NA,NA,NA,NA
x38376_1002_84379_15_546,1002.84379,15.546,28:8,38376,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x37291_1046_81304_15_115,1046.81304,15.115,28:8,37291,Unknown,NA,C62H109N3O8,[M + Na]+,C62H109N3O8,Unknown,0.7170190215110779,Unknown,0.7939493060112,Unknown,0.2144259661436081,Unknown,0.7501550912857056,NA,NA,NA,NA,NA,NA,NA,NA,NA
x27217_530_3918_12_527,530.3918,12.527,28:8,27217,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x20215_558_43169_9_537,558.43169,9.537,28:8,20215,Unknown,NA,C38H55NO2,[M + H]+,C38H55NO2,Unknown,0.6242345571517944,Unknown,0.2845059931278229,Unknown,0.23095181584358215,Unknown,0.5617097020149231,NA,NA,NA,NA,NA,NA,NA,NA,NA
x28346_738_6043_12_8,738.6043,12.8,28:8,28346,Unknown,NA,C47H79NO5,[M + H]+,C47H79NO5,Fatty acids,0.9887054562568665,Unknown,0.5114039182662964,Unknown,0.531997799873352,Unknown,0.7214176058769226,NA,NA,NA,NA,NA,NA,NA,NA,NA
x36923_1048_82972_14_979,1048.82972,14.979,28:8,36923,Triacylglycerols,TAG(16:0/22:6/28:8) [M+NH4]+,C44H30Br4N4S3,[M + Na]+,C44H30Br4N4S3,Unknown,0.28079378604888916,Unknown,0.3251084089279175,Unknown,0.12290598452091216,Unknown,0.5996679663658142,NA,NA,NA,NA,NA,Glycerolipid,Triacylglycerols,Triacylglycerols,TAG(16:0/22:6/28:8) [M+NH4]+
x35589_1068_79921_14_553,1068.79921,14.553,28:8,35589,Unknown,NA,C66H105N3O8,[M + H]+,C66H105N3O8,Unknown,0.6436461210250854,Unknown,0.731916606426239,Unknown,0.3353421986103058,Alpha amino acids and derivatives,0.947648286819458,NA,NA,NA,NA,NA,NA,NA,NA,NA
x39189_1004_85899_15_872,1004.85899,15.872,28:8,39189,Triacylglycerols,NA,C63H115NO6,[M + Na]+,C63H115NO6,Fatty acids,0.9989457726478576,Unknown,0.6983413100242615,Triacylglycerols,0.972929835319519,N-acyl amines,0.8821436166763306,NA,NA,NA,NA,NA,NA,NA,NA,NA
x9934_595_43693_5_222,595.43693,5.222,28:8,9934,Unknown,NA,C38H58O5,[M + H]+,C38H58O5,Terpenoids,0.9768205881118774,Unknown,0.5572564601898193,Unknown,0.3820223808288574,Unknown,0.8338904976844788,NA,NA,NA,NA,NA,NA,NA,NA,NA
x868_540_4113_1_289,540.4113,1.289,28:8,868,Unknown,NA,C28H53N5O5,[M + H]+,C28H53N5O5,Unknown,0.7683498859405518,Unknown,0.12754160165786743,Unknown,0.28183403611183167,Unknown,0.5898942947387695,NA,NA,NA,NA,NA,NA,NA,NA,NA
x39875_794_6795_16_157,794.6795,16.157,28:8,39875,Unknown,NA,C35H83N15O5,[M + H]+,C35H83N15O5,Unknown,0.30340537428855896,Unknown,0.722893238067627,Unknown,0.6701005101203918,N-acyl amines,0.8588743805885315,NA,NA,NA,NA,NA,NA,NA,NA,NA
x596_482_36943_1_132,482.36943,1.132,28:8,596,Unknown,NA,C24H51NO8,[M + H]+,C24H51NO8,Fatty acids,0.8558417558670044,Unknown,0.7800438404083252,Unknown,0.8076578378677368,Glycerol ethers,0.8883153796195984,NA,NA,NA,NA,NA,NA,NA,NA,NA
x5751_520_40181_3_832,520.40181,3.832,28:8,5751,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x9291_502_36879_5_014,502.36879,5.014,28:8,9291,Unknown,NA,C29H53NO2S,[M + Na]+,C29H53NO2S,Fatty acids,0.988527774810791,Fatty amides,0.8666081428527832,Unknown,0.46938276290893555,Unknown,0.7053287625312805,NA,NA,NA,NA,NA,NA,NA,NA,NA
x40249_808_69739_16_333,808.69739,16.333,28:8,40249,Unknown,NA,C48H91N5O3,[M + Na]+,C48H91N5O3,Unknown,0.5085039734840393,Unknown,0.4239756762981415,Unknown,0.3307933807373047,Unknown,0.5805305242538452,NA,NA,NA,NA,NA,NA,NA,NA,NA
x36491_1120_83216_14_844,1120.83216,14.844,28:8,36491,Unknown,NA,C55H105N15O9,[M + H]+,C55H105N15O9,Amino acids and Peptides,0.980463683605194,Oligopeptides,0.9652243256568908,Unknown,0.5123236179351807,Unknown,0.7016264200210571,NA,NA,NA,NA,NA,NA,NA,NA,NA
x18990_532_41538_8_925,532.41538,8.925,28:8,18990,Unknown,NA,C36H53NO2,[M + H]+,C36H53NO2,Unknown,0.7455491423606873,Unknown,0.3070976138114929,Unknown,0.2393108457326889,Unknown,0.802570641040802,NA,NA,NA,NA,NA,NA,NA,NA,NA
x36043_1094_8149_14_695,1094.8149,14.695,28:8,36043,Unknown,NA,C53H103N15O9,[M + H]+,C53H103N15O9,Amino acids and Peptides,0.987246870994568,Oligopeptides,0.9591484665870668,Unknown,0.21629613637924192,Unknown,0.6796163320541382,NA,NA,NA,NA,NA,NA,NA,NA,NA
x7471_641_47408_4_407,641.47408,4.407,28:8,7471,Unknown,NA,C35H64N2O8,[M + H]+,C35H64N2O8,Unknown,0.7333142757415771,Unknown,0.40998026728630066,Unknown,0.5882108807563782,Unknown,0.5293253660202026,NA,NA,NA,NA,NA,NA,NA,NA,NA
x19421_532_41389_9_146,532.41389,9.146,28:8,19421,Unknown,NA,C29H56ClN5,[M + Na]+,C29H56ClN5,Unknown,0.732099711894989,Unknown,0.16054265201091766,Unknown,0.03448624908924103,Aryl chlorides,0.8842462301254272,NA,NA,NA,NA,NA,NA,NA,NA,NA
x37092_1192_86327_15_01,1192.86327,15.01,28:8,37092,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x40208_1010_84765_16_328,1010.84765,16.328,28:8,40208,MADAG,MADAG(O-16/20:4/28:8) [M+NH4]+,C60H116NO8P,[M + H]+,C60H116NO8P,Fatty acids,0.9999992847442628,Glycerophospholipids,0.9998505115509032,Glycerophosphoethanolamines,0.9995759129524232,Monomethylphosphatidylethanolamines,0.9225747585296632,NA,NA,NA,NA,NA,Glycerolipid,Monoalkyldiacylglycerols,MADAG,MADAG(O-16/20:4/28:8) [M+NH4]+
x39799_990_88124_16_051,990.88124,16.051,28:8,39799,Unknown,NA,C72H111N,[M + H]+,C72H111N,Unknown,0.5643828511238098,Unknown,0.7537922263145447,Unknown,0.2367190718650818,Organonitrogen compounds,0.9993934631347656,NA,NA,NA,NA,NA,NA,NA,NA,NA
x15580_504_38402_7_5,504.38402,7.5,28:8,15580,Unknown,NA,C27H47BN6O,[M + Na]+,C27H47BN6O,Unknown,0.14403069019317627,Unknown,0.12174684554338457,Unknown,0.13705885410308838,Unknown,0.6893565654754639,NA,NA,NA,NA,NA,NA,NA,NA,NA
x6800_546_40166_4_176,546.40166,4.176,28:8,6800,Unknown,NA,C29H55NO8,[M + H]+,C29H55NO8,Unknown,0.17167368531227112,Unknown,0.2273122072219849,Unknown,0.12289289385080338,Unknown,0.738740861415863,NA,NA,NA,NA,NA,NA,NA,NA,NA
x37284_1148_85958_15_111,1148.85958,15.111,28:8,37284,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x17599_506_39886_8_359,506.39886,8.359,28:8,17599,Unknown,NA,C32H53NO2,[M + Na]+,C32H53NO2,Terpenoids,0.9578171968460084,Unknown,0.7580767273902893,Unknown,0.44944804906845093,Unknown,0.6217206120491028,NA,NA,NA,NA,NA,NA,NA,NA,NA
x6136_484_37527_3_947,484.37527,3.947,28:8,6136,Unknown,NA,C29H51NO3,[M + Na]+,C29H51NO3,Unknown,0.5722457766532898,Unknown,0.07291893661022186,Unknown,0.17450270056724548,Unknown,0.5518584847450256,NA,NA,NA,NA,NA,NA,NA,NA,NA
x38515_1126_87656_15_54,1126.87656,15.54,28:8,38515,Unknown,NA,C73H117NO6,[M + Na]+,C73H117NO6,Fatty acids,0.9544188976287842,Unknown,0.24931202828884125,Unknown,0.5360720753669739,Unknown,0.7724441885948181,NA,NA,NA,NA,NA,NA,NA,NA,NA
x38870_1030_87761_15_728,1030.87761,15.728,28:8,38870,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x14900_520_38014_7_252,520.38014,7.252,28:8,14900,Unknown,NA,C34H49NO3,[M + H]+,C34H49NO3,Unknown,0.6780524849891663,Unknown,0.22683706879615784,Unknown,0.04152709618210792,Unknown,0.6605676412582397,NA,NA,NA,NA,NA,NA,NA,NA,NA
x28805_532_40806_12_953,532.40806,12.953,28:8,28805,Unknown,NA,C27H49N9O2,[M + H]+,C27H49N9O2,Unknown,0.4527060091495514,Unknown,0.29452067613601685,Unknown,0.753903329372406,Unknown,0.5759561657905579,NA,NA,NA,NA,NA,NA,NA,NA,NA
x25966_1061_716_12_213,1061.716,12.213,28:8,25966,Unknown,NA,C64H98N2O9,[M + Na]+,C64H98N2O9,Fatty acids,0.9298351407051086,Unknown,0.336925745010376,Unknown,0.2696702182292938,Unknown,0.5816165804862976,NA,NA,NA,NA,NA,NA,NA,NA,NA
x9207_506_39783_4_985,506.39783,4.985,28:8,9207,Unknown,NA,C27H56NO5P,[M + H]+,C27H56NO5P,Fatty acids,0.999765694141388,Sphingolipids,0.8543644547462463,Unknown,0.2641574442386627,Unknown,0.6091880798339844,NA,NA,NA,NA,NA,NA,NA,NA,NA
x17704_618_48602_8_379,618.48602,8.379,28:8,17704,Unknown,NA,C39H65NO3,[M + Na]+,C39H65NO3,Fatty acids,0.980024516582489,Unknown,0.5349506139755249,Unknown,0.5432943105697632,N-acyl amines,0.9778981804847716,NA,NA,NA,NA,NA,NA,NA,NA,NA
x30930_766_63712_13_422,766.63712,13.422,28:8,30930,Triacylglycerols,NA,C49H80O5,[M + H3N + H]+,C49H83NO5,Fatty acids,0.9996931552886964,Glycerolipids,0.9975324869155884,Triacylglycerols,0.9607706665992736,Triacylglycerols,0.9457648396492004,NA,NA,NA,NA,NA,NA,NA,NA,NA
x10793_550_38912_5_559,550.38912,5.559,28:8,10793,Unknown,NA,C33H53NO4,[M + Na]+,C33H53NO4,Terpenoids,0.9505383372306824,Unknown,0.6199142932891846,Unknown,0.5362473726272583,Unknown,0.5687933564186096,NA,NA,NA,NA,NA,NA,NA,NA,NA
x37731_1124_86166_15_256,1124.86166,15.256,28:8,37731,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x39707_1128_89716_16_082,1128.89716,16.082,28:8,39707,Unknown,NA,C81H113N3,[M + H]+,C81H113N3,Unknown,0.6998035311698914,Unknown,0.3345410227775574,Unknown,0.10206504166126253,Unknown,0.5464239120483398,NA,NA,NA,NA,NA,NA,NA,NA,NA
x6562_562_37514_4_057,562.37514,4.057,28:8,6562,Unknown,NA,C33H47N5O3,[M + H]+,C33H47N5O3,Unknown,0.7957993745803833,Unknown,0.5407835245132446,Unknown,0.24722900986671448,Unknown,0.7347888350486755,NA,NA,NA,NA,NA,NA,NA,NA,NA
x25902_736_59027_12_126,736.59027,12.126,28:8,25902,Unknown,NA,C47H73B2NO4,[M + H]+,C47H73B2NO4,Unknown,0.8361710906028748,Unknown,0.5429483652114868,Unknown,0.7993675470352173,Unknown,0.7067568302154541,NA,NA,NA,NA,NA,NA,NA,NA,NA
x38627_1100_86042_15_602,1100.86042,15.602,28:8,38627,Unknown,NA,C60H115N7O9,[M + Na]+,C60H115N7O9,Amino acids and Peptides,0.9291425347328186,Oligopeptides,0.937018632888794,Unknown,0.4754827916622162,Unknown,0.5916182994842529,NA,NA,NA,NA,NA,NA,NA,NA,NA
x40985_824_7243_16_782,824.7243,16.782,28:8,40985,Unknown,NA,C50H98NO5P,[M + H]+,C50H98NO5P,Fatty acids,0.9984732270240784,Unknown,0.5372759699821472,Unknown,0.300604909658432,N-acyl amines,0.9620561003684998,NA,NA,NA,NA,NA,NA,NA,NA,NA
x16034_504_38473_7_657,504.38473,7.657,28:8,16034,Unknown,NA,C34H49NO2,[M + H]+,C34H49NO2,Unknown,0.5831829309463501,Unknown,0.3939848244190216,Unknown,0.13076353073120117,Unknown,0.7032252550125122,NA,NA,NA,NA,NA,NA,NA,NA,NA
x10962_624_48224_5_627,624.48224,5.627,28:8,10962,Unknown,NA,C36H65NO7,[M + H]+,C36H65NO7,Unknown,0.812256932258606,Unknown,0.23703965544700625,Unknown,0.13733087480068207,Amino acids and derivatives,0.8945778012275696,NA,NA,NA,NA,NA,NA,NA,NA,NA
x8012_581_42308_4_547,581.42308,4.547,28:8,8012,Unknown,NA,C34H60O5S,[M + H]+,C34H60O5S,Terpenoids,0.9946919083595276,Triterpenoids,0.8582031726837158,Unknown,0.5867682695388794,Unknown,0.5599285960197449,NA,NA,NA,NA,NA,NA,NA,NA,NA
x10052_624_4833_5_305,624.4833,5.305,28:8,10052,Unknown,NA,C36H65NO7,[M + H]+,C36H65NO7,Unknown,0.7364093661308289,Unknown,0.1561620831489563,Unknown,0.32186076045036316,Unknown,0.7425550222396851,NA,NA,NA,NA,NA,NA,NA,NA,NA
x8883_581_42203_4_863,581.42203,4.863,28:8,8883,Unknown,NA,C37H56O5,[M + H]+,C37H56O5,Terpenoids,0.999267280101776,Triterpenoids,0.9983909130096436,Unknown,0.41911548376083374,Triterpenoids,0.98593407869339,NA,NA,NA,NA,NA,NA,NA,NA,NA
x12203_550_39147_6_077,550.39147,6.077,28:8,12203,Unknown,NA,C35H51NO4,[M + H]+,C35H51NO4,Terpenoids,0.9496209025382996,Unknown,0.465229868888855,Unknown,0.24142225086688995,Unknown,0.5159290432929993,NA,NA,NA,NA,NA,NA,NA,NA,NA
x11320_650_49708_5_662,650.49708,5.662,28:8,11320,Unknown,NA,C36H69NO7,[M + Na]+,C36H69NO7,Unknown,0.6090075969696045,Unknown,0.3887626230716706,Unknown,0.14511506259441376,Amino acids and derivatives,0.8727167844772339,NA,NA,NA,NA,NA,NA,NA,NA,NA
x8212_681_49504_4_573,681.49504,4.573,28:8,8212,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x14917_646_46952_7_291,646.46952,7.291,28:8,14917,Unknown,NA,C38H63NO7,[M + H]+,C38H63NO7,Unknown,0.632810115814209,Unknown,0.2963699996471405,Unknown,0.3925588130950928,Delta-5-steroids,0.902559757232666,NA,NA,NA,NA,NA,NA,NA,NA,NA
x12954_650_49614_6_47,650.49614,6.47,28:8,12954,Unknown,NA,C38H67NO7,[M + H]+,C38H67NO7,Fatty acids,0.9041552543640136,Unknown,0.5830896496772766,Unknown,0.3481557369232178,Unknown,0.6026283502578735,NA,NA,NA,NA,NA,NA,NA,NA,NA
x12227_648_47434_6_143,648.47434,6.143,28:8,12227,Unknown,NA,C43H63NO2,[M + Na]+,C43H63NO2,Terpenoids,0.8983243107795715,Unknown,0.3709650039672851,Unknown,0.368564635515213,Steroids and steroid derivatives,0.930976152420044,NA,NA,NA,NA,NA,NA,NA,NA,NA
x13781_548_37666_6_764,548.37666,6.764,28:8,13781,Unknown,NA,C27H51N5O5,[M + Na]+,C27H51N5O5,Unknown,0.6983950734138489,Unknown,0.2624833583831787,Unknown,0.04805764555931091,Unknown,0.512808084487915,NA,NA,NA,NA,NA,NA,NA,NA,NA
x14326_650_49709_7_007,650.49709,7.007,28:8,14326,Unknown,NA,C38H67NO7,[M + H]+,C38H67NO7,Terpenoids,0.9158489108085632,Unknown,0.17894552648067474,Unknown,0.17807327210903168,Unknown,0.6783051490783691,NA,NA,NA,NA,NA,NA,NA,NA,NA
