metabolite,pepmass,RT,fatty_acid,feature_id,compound_class,compound_name,molecular_formula,adduct,precursor_formula,npc_number_pathway,npc_number_pathway_probability,npc_number_superclass,npc_number_superclass_probability,npc_number_class,npc_number_class_probability,classy_fire_number_most_specific_class,classy_fire_number_most_specific_class_probability,gnps_cosine_score,gnps_mz_error_ppm,gnps_compound_name,gnps_compound_class,gnps_compound_subclass,coraldb_compound_family,coraldb_compound_superclass,coraldb_compound_class,coraldb_compound_name
x11182_498_35827_5_674,498.35827,5.674,28:8,11182,Unknown,NA,C31H47NO4,[M + H]+,C31H47NO4,Terpenoids,0.8830910325050354,Unknown,0.562470018863678,Unknown,0.26949334144592285,Unknown,0.660689651966095,NA,NA,NA,NA,NA,NA,NA,NA,NA
x12237_583_5406_6_114,583.5406,6.114,26:4,12237,Unknown,NA,C35H70N2O4,[M + H]+,C35H70N2O4,Unknown,0.617775022983551,Unknown,0.18801559507846832,Unknown,0.4060605466365814,Amino acids and derivatives,0.87474822998046875,NA,NA,NA,NA,NA,NA,NA,NA,NA
x13112_516_44185_6_489,516.44185,6.489,26:4,13112,Unknown,NA,C33H57NO3,[M + H]+,C33H57NO3,Unknown,0.3789614140987396,Steroids,0.8831247687339783,Unknown,0.6203693151473999,Unknown,0.7046634554862976,NA,NA,NA,NA,NA,NA,NA,NA,NA
x27212_592_50959_12_52,592.50959,12.52,26:4,27212,Unknown,NA,C40H65NO2,[M + H]+,C40H65NO2,Fatty acids,0.9984312653541564,Unknown,0.7518898248672485,Unknown,0.24996179342269895,N-acyl amines,0.9871347546577454,NA,NA,NA,NA,NA,NA,NA,NA,NA
x20215_558_43169_9_537,558.43169,9.537,26:4,20215,Unknown,NA,C38H55NO2,[M + H]+,C38H55NO2,Unknown,0.6242345571517944,Unknown,0.2845059931278229,Unknown,0.23095181584358215,Unknown,0.5617097020149231,NA,NA,NA,NA,NA,NA,NA,NA,NA
x26410_616_56642_12_334,616.56642,12.334,26:4,26410,Unknown,NA,C40H73NO3,[M + H]+,C40H73NO3,Fatty acids,0.984906792640686,Unknown,0.7238919138908386,Unknown,0.6154646873474121,N-acyl amines,0.9117761850357056,NA,NA,NA,NA,NA,NA,NA,NA,NA
x33386_536_44092_13_983,536.44092,13.983,26:4,33386,Unknown,NA,C37H53BN2,[M + H]+,C37H53BN2,Alkaloids,0.8720096349716187,Monoterpenoids,0.9086931347846984,Unknown,0.11301907151937483,Unknown,0.7093503475189209,NA,NA,NA,NA,NA,NA,NA,NA,NA
x27436_542_49273_12_582,542.49273,12.582,26:4,27436,Unknown,NA,C36H63NO2,[M + H]+,C36H63NO2,Fatty acids,0.994354009628296,Fatty amides,0.8932512998580933,Unknown,0.23648518323898315,N-acyl amines,0.9972898960113524,NA,NA,NA,NA,NA,NA,NA,NA,NA
x25769_496_45016_12_133,496.45016,12.133,26:4,25769,Unknown,NA,C34H57NO,[M + H]+,C34H57NO,Unknown,0.6280462741851807,Unknown,0.7355026602745056,Unknown,0.7624844312667847,Phenanthrenes and derivatives,0.9561629891395568,NA,NA,NA,NA,NA,NA,NA,NA,NA
x9289_512_40878_5_007,512.40878,5.007,26:4,9289,Unknown,NA,C33H53NO3,[M + H]+,C33H53NO3,Terpenoids,0.9760849475860596,Steroids,0.8810508251190186,Unknown,0.6786402463912964,Unknown,0.5306591987609863,NA,NA,NA,NA,NA,NA,NA,NA,NA
x11686_462_43131_5_884,462.43131,5.884,26:4,11686,Unknown,NA,C30H55NO2,[M + H]+,C30H55NO2,Unknown,0.7508471012115479,Unknown,0.6895413994789124,Unknown,0.3643952012062073,Unknown,0.5002555847167969,NA,NA,NA,NA,NA,NA,NA,NA,NA
x25287_486_43167_11_994,486.43167,11.994,26:4,25287,Unknown,NA,C32H55NO2,[M + H]+,C32H55NO2,Unknown,0.8357782959938049,Unknown,0.7259454131126404,Unknown,0.18366357684135437,Unknown,0.5927799344062805,NA,NA,NA,NA,NA,NA,NA,NA,NA
x25050_590_49383_11_927,590.49383,11.927,26:4,25050,Unknown,NA,C40H63NO2,[M + H]+,C40H63NO2,Fatty acids,0.941090762615204,Unknown,0.35534003376960754,Unknown,0.06311161816120148,Unknown,0.5765504240989685,NA,NA,NA,NA,NA,NA,NA,NA,NA
x8202_484_41591_4_603,484.41591,4.603,26:4,8202,Unknown,NA,C32H53NO2,[M + H]+,C32H53NO2,Unknown,0.7650749087333679,Unknown,0.8009911179542542,Unknown,0.39199844002723694,Unknown,0.6999388933181763,NA,NA,NA,NA,NA,NA,NA,NA,NA
x18319_500_41094_8_593,500.41094,8.593,26:4,18319,Unknown,NA,C32H53NO3,[M + H]+,C32H53NO3,Fatty acids,0.983132302761078,Unknown,0.4740128815174103,Unknown,0.12984728813171387,Unknown,0.5370407700538635,NA,NA,NA,NA,NA,NA,NA,NA,NA
x30760_596_54168_13_42,596.54168,13.42,26:4,30760,Unknown,NA,C40H69NO2,[M + H]+,C40H69NO2,Fatty acids,0.9884231686592102,Unknown,0.4648135006427765,Unknown,0.216095507144928,N-acyl amines,0.9643922448158264,NA,NA,NA,NA,NA,NA,NA,NA,NA
x8301_547_33548_4_651,547.33548,4.651,26:4,8301,Unknown,NA,C26H50N4O4S2,[M + H]+,C26H50N4O4S2,Unknown,0.21788649260997772,Unknown,0.8214734792709351,Unknown,0.5948682427406311,Unknown,0.7723671197891235,NA,NA,NA,NA,NA,NA,NA,NA,NA
x10384_620_4684_5_419,620.4684,5.419,26:4,10384,Unknown,NA,C40H61NO4,[M + H]+,C40H61NO4,Unknown,0.32960572838783264,Unknown,0.2192820310592651,Unknown,0.2847321331501007,Unknown,0.6627183556556702,NA,NA,NA,NA,NA,NA,NA,NA,NA
x28478_594_52514_12_871,594.52514,12.871,26:4,28478,Unknown,NA,C40H67NO2,[M + H]+,C40H67NO2,Fatty acids,0.9871336221694946,Unknown,0.4625771939754486,Unknown,0.07719942182302475,N-acyl amines,0.98459792137146,NA,NA,NA,NA,NA,NA,NA,NA,NA
x15167_552_47863_7_323,552.47863,7.323,26:4,15167,Unknown,NA,C37H61NO2,[M + H]+,C37H61NO2,Unknown,0.8169663548469543,Triterpenoids,0.9431825280189514,Unknown,0.5705275535583496,Triterpenoids,0.9794584512710572,NA,NA,NA,NA,NA,NA,NA,NA,NA
x32347_536_43992_13_77,536.43992,13.77,26:4,32347,Unknown,NA,C36H58NP,[M + H]+,C36H58NP,Terpenoids,0.9653856158256532,Unknown,0.22099043428897855,Unknown,0.06184501945972442,Lipids and lipid-like molecules,0.986665666103363,NA,NA,NA,NA,NA,NA,NA,NA,NA
x9895_500_41088_5_204,500.41088,5.204,26:4,9895,Unknown,NA,C32H53NO3,[M + H]+,C32H53NO3,Terpenoids,0.9833462238311768,Unknown,0.7123537659645081,Unknown,0.27740854024887085,Triterpenoids,0.9202476739883424,NA,NA,NA,NA,NA,NA,NA,NA,NA
x14133_476_44592_6_925,476.44592,6.925,26:4,14133,Unknown,NA,C31H57NO2,[M + H]+,C31H57NO2,Unknown,0.5432976484298706,Unknown,0.28786391019821167,Unknown,0.5957002639770508,Benzene and substituted derivatives,0.916157364845276,NA,NA,NA,NA,NA,NA,NA,NA,NA
x14007_546_48867_6_883,546.48867,6.883,26:4,14007,Unknown,NA,C35H63NO3,[M + H]+,C35H63NO3,Unknown,0.6308643221855164,Unknown,0.8434633016586304,Unknown,0.09251181036233902,Triterpenoids,0.9323573112487792,NA,NA,NA,NA,NA,NA,NA,NA,NA
x7986_488_4481_4_556,488.4481,4.556,26:4,7986,Unknown,NA,C32H57NO2,[M + H]+,C32H57NO2,Unknown,0.6574288606643677,Unknown,0.2708836793899536,Unknown,0.12026545405387878,Unknown,0.7837759256362915,NA,NA,NA,NA,NA,NA,NA,NA,NA
x25246_540_47906_11_991,540.47906,11.991,26:4,25246,Unknown,NA,C36H61NO2,[M + H]+,C36H61NO2,Unknown,0.4835628271102905,Unknown,0.37784042954444885,Unknown,0.5015141367912292,Unknown,0.8199654221534729,NA,NA,NA,NA,NA,NA,NA,NA,NA
x18273_528_44218_8_54,528.44218,8.54,26:4,18273,Unknown,NA,C34H57NO3,[M + H]+,C34H57NO3,Terpenoids,0.9590421319007874,Unknown,0.5183107852935791,Unknown,0.8211405277252197,Unknown,0.8225286602973938,NA,NA,NA,NA,NA,NA,NA,NA,NA
x5592_510_43181_3_813,510.43181,3.813,26:4,5592,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x12944_580_43682_6_398,580.43682,6.398,26:4,12944,Unknown,NA,C37H57NO4,[M + H]+,C37H57NO4,Terpenoids,0.9662845730781556,Unknown,0.6875278353691101,Unknown,0.25521495938301086,Unknown,0.6509497165679932,NA,NA,NA,NA,NA,NA,NA,NA,NA
x10372_460_415_5_458,460.415,5.458,26:4,10372,Unknown,NA,C30H53NO2,[M + H]+,C30H53NO2,Unknown,0.742409348487854,Unknown,0.8430219292640686,Unknown,0.05724567547440529,Unknown,0.5420757532119751,NA,NA,NA,NA,NA,NA,NA,NA,NA
x10354_472_41435_5_388,472.41435,5.388,26:4,10354,Unknown,NA,C31H53NO2,[M + H]+,C31H53NO2,Unknown,0.6507053375244141,Unknown,0.4447929263114929,Unknown,0.2389085292816162,Unknown,0.6085696220397949,NA,NA,NA,NA,NA,NA,NA,NA,NA
x8797_476_41062_4_8,476.41062,4.8,26:4,8797,Unknown,NA,C30H53NO3,[M + H]+,C30H53NO3,Unknown,0.8089892268180847,Unknown,0.5071977972984314,Unknown,0.4588746130466461,Triterpenoids,0.935407280921936,NA,NA,NA,NA,NA,NA,NA,NA,NA
x5481_500_44667_3_798,500.44667,3.798,26:4,5481,Unknown,NA,C33H57NO2,[M + H]+,C33H57NO2,Unknown,0.6804665327072144,Unknown,0.4686763882637024,Unknown,0.45350944995880127,Unknown,0.7041528224945068,NA,NA,NA,NA,NA,NA,NA,NA,NA
x6565_482_40226_4_047,482.40226,4.047,26:4,6565,Unknown,NA,C27H47BN6O,[M + H]+,C27H47BN6O,Unknown,0.1848900318145752,Unknown,0.05720435082912445,Unknown,0.17473292350769043,Unknown,0.6611492037773132,NA,NA,NA,NA,NA,NA,NA,NA,NA
x8329_498_39471_4_658,498.39471,4.658,26:5,8329,Unknown,NA,C32H51NO3,[M + H]+,C32H51NO3,Terpenoids,0.9597148895263672,Unknown,0.6201483607292175,Unknown,0.5918238759040833,Unknown,0.7714585661888123,NA,NA,NA,NA,NA,NA,NA,NA,NA
x20215_558_43169_9_537,558.43169,9.537,26:5,20215,Unknown,NA,C38H55NO2,[M + H]+,C38H55NO2,Unknown,0.6242345571517944,Unknown,0.2845059931278229,Unknown,0.23095181584358215,Unknown,0.5617097020149231,NA,NA,NA,NA,NA,NA,NA,NA,NA
x33386_536_44092_13_983,536.44092,13.983,26:5,33386,Unknown,NA,C37H53BN2,[M + H]+,C37H53BN2,Alkaloids,0.8720096349716187,Monoterpenoids,0.9086931347846984,Unknown,0.11301907151937483,Unknown,0.7093503475189209,NA,NA,NA,NA,NA,NA,NA,NA,NA
x11919_650_53667_5_969,650.53667,5.969,26:5,11919,Unknown,NA,C39H71NO6,[M + H]+,C39H71NO6,Fatty acids,0.9989144802093506,Unknown,0.7737794518470764,Unknown,0.6941632628440857,Unknown,0.7557650208473206,NA,NA,NA,NA,NA,NA,NA,NA,NA
x5840_528_34521_3_856,528.34521,3.856,26:5,5840,Unknown,NA,C28H50NO6P,[M + H]+,C28H50NO6P,Fatty acids,0.9979897737503052,Unknown,0.4798358976840973,Unknown,0.13123886287212372,Unknown,0.6836294531822205,NA,NA,NA,NA,NA,NA,NA,NA,NA
x33401_894_69318_13_962,894.69318,13.962,26:5,33401,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x36932_1053_86884_15_046,1053.86884,15.046,26:5,36932,Unknown,NA,C63H119N2O6P,[M + Na]+,C63H119N2O6P,Fatty acids,0.9996902942657472,Unknown,0.12394626438617706,Unknown,0.28723499178886414,Unknown,0.6450526714324951,NA,NA,NA,NA,NA,NA,NA,NA,NA
x25050_590_49383_11_927,590.49383,11.927,26:5,25050,Unknown,NA,C40H63NO2,[M + H]+,C40H63NO2,Fatty acids,0.941090762615204,Unknown,0.35534003376960754,Unknown,0.06311161816120148,Unknown,0.5765504240989685,NA,NA,NA,NA,NA,NA,NA,NA,NA
x18990_532_41538_8_925,532.41538,8.925,26:5,18990,Unknown,NA,C36H53NO2,[M + H]+,C36H53NO2,Unknown,0.7455491423606873,Unknown,0.3070976138114929,Unknown,0.2393108457326889,Unknown,0.802570641040802,NA,NA,NA,NA,NA,NA,NA,NA,NA
x8202_484_41591_4_603,484.41591,4.603,26:5,8202,Unknown,NA,C32H53NO2,[M + H]+,C32H53NO2,Unknown,0.7650749087333679,Unknown,0.8009911179542542,Unknown,0.39199844002723694,Unknown,0.6999388933181763,NA,NA,NA,NA,NA,NA,NA,NA,NA
x32444_537_44458_13_784,537.44458,13.784,26:5,32444,Unknown,NA,C40H56,[M + H]+,C40H56,Terpenoids,0.9999462366104126,Carotenoids (C40),0.9941902160644532,Unknown,0.815721869468689,Unknown,0.7652571201324463,NA,NA,NA,NA,NA,NA,NA,NA,NA
x19421_532_41389_9_146,532.41389,9.146,26:5,19421,Unknown,NA,C29H56ClN5,[M + Na]+,C29H56ClN5,Unknown,0.732099711894989,Unknown,0.16054265201091766,Unknown,0.03448624908924103,Aryl chlorides,0.8842462301254272,NA,NA,NA,NA,NA,NA,NA,NA,NA
x15167_552_47863_7_323,552.47863,7.323,26:5,15167,Unknown,NA,C37H61NO2,[M + H]+,C37H61NO2,Unknown,0.8169663548469543,Triterpenoids,0.9431825280189514,Unknown,0.5705275535583496,Triterpenoids,0.9794584512710572,NA,NA,NA,NA,NA,NA,NA,NA,NA
x32347_536_43992_13_77,536.43992,13.77,26:5,32347,Unknown,NA,C36H58NP,[M + H]+,C36H58NP,Terpenoids,0.9653856158256532,Unknown,0.22099043428897855,Unknown,0.06184501945972442,Lipids and lipid-like molecules,0.986665666103363,NA,NA,NA,NA,NA,NA,NA,NA,NA
x20271_508_41511_9_588,508.41511,9.588,26:5,20271,Unknown,NA,C34H53NO2,[M + H]+,C34H53NO2,Unknown,0.8356760144233704,Unknown,0.2996828854084015,Unknown,0.24732327461242676,Unknown,0.6264035105705261,NA,NA,NA,NA,NA,NA,NA,NA,NA
x20143_488_44648_9_486,488.44648,9.486,26:5,20143,Unknown,NA,C32H57NO2,[M + H]+,C32H57NO2,Unknown,0.7824307680130005,Unknown,0.5593370199203491,Unknown,0.14052170515060425,N-acyl amines,0.9409860968589784,NA,NA,NA,NA,NA,NA,NA,NA,NA
x8676_486_39477_4_787,486.39477,4.787,26:5,8676,Unknown,NA,C31H51NO3,[M + H]+,C31H51NO3,Terpenoids,0.9760246872901917,Steroids,0.9572949409484864,Unknown,0.766823410987854,Unknown,0.8213726878166199,NA,NA,NA,NA,NA,NA,NA,NA,NA
x7027_470_40051_4_269,470.40051,4.269,26:5,7027,Unknown,NA,C31H51NO2,[M + H]+,C31H51NO2,Unknown,0.6797220706939697,Unknown,0.803544819355011,Unknown,0.3688684105873108,Unknown,0.748701810836792,NA,NA,NA,NA,NA,NA,NA,NA,NA
x10332_584_46847_5_392,584.46847,5.392,26:5,10332,Unknown,NA,C37H61NO4,[M + H]+,C37H61NO4,Unknown,0.5438674688339233,Unknown,0.6776748895645142,Unknown,0.6629824638366699,Unknown,0.7913270592689514,NA,NA,NA,NA,NA,NA,NA,NA,NA
x6808_592_43583_4_167,592.43583,4.167,26:5,6808,Unknown,NA,C36H59NO4,[M + Na]+,C36H59NO4,Unknown,0.6787061095237732,Unknown,0.4136459231376648,Unknown,0.29041817784309387,Unknown,0.8026244640350342,NA,NA,NA,NA,NA,NA,NA,NA,NA
x10793_550_38912_5_559,550.38912,5.559,26:5,10793,Unknown,NA,C33H53NO4,[M + Na]+,C33H53NO4,Terpenoids,0.9505383372306824,Unknown,0.6199142932891846,Unknown,0.5362473726272583,Unknown,0.5687933564186096,NA,NA,NA,NA,NA,NA,NA,NA,NA
x11366_568_39953_5_743,568.39953,5.743,26:5,11366,Unknown,NA,C35H53NO5,[M + H]+,C35H53NO5,Terpenoids,0.911836564540863,Unknown,0.29877445101737976,Unknown,0.7490997910499573,Cyclohexenones,0.9833875894546508,NA,NA,NA,NA,NA,NA,NA,NA,NA
x890_522_30765_1_282,522.30765,1.282,26:5,890,Unknown,NA,C28H43NO8,[M + H]+,C28H43NO8,Terpenoids,0.9507231712341307,Unknown,0.8345769047737122,Unknown,0.2952367067337036,Diterpenoids,0.9465060830116272,NA,NA,NA,NA,NA,NA,NA,NA,NA
x10372_460_415_5_458,460.415,5.458,26:5,10372,Unknown,NA,C30H53NO2,[M + H]+,C30H53NO2,Unknown,0.742409348487854,Unknown,0.8430219292640686,Unknown,0.05724567547440529,Unknown,0.5420757532119751,NA,NA,NA,NA,NA,NA,NA,NA,NA
x12129_578_42093_6_089,578.42093,6.089,26:5,12129,Unknown,NA,C37H55NO4,[M + H]+,C37H55NO4,Terpenoids,0.8926348090171814,Unknown,0.6632981300354004,Unknown,0.285518616437912,Unknown,0.6149227023124695,NA,NA,NA,NA,NA,NA,NA,NA,NA
x16259_474_43149_7_795,474.43149,7.795,26:5,16259,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x11855_552_40511_5_963,552.40511,5.963,26:5,11855,Unknown,NA,C35H53NO4,[M + H]+,C35H53NO4,Terpenoids,0.9015534520149232,Unknown,0.2553929388523102,Unknown,0.31906023621559143,Unknown,0.7298668026924133,NA,NA,NA,NA,NA,NA,NA,NA,NA
x6629_494_40571_4_125,494.40571,4.125,26:5,6629,Unknown,NA,C26H55NO7,[M + H]+,C26H55NO7,Unknown,0.3869730234146118,Unknown,0.44610029458999634,Unknown,0.07804122567176819,Fatty acid esters,0.9039598107337952,NA,NA,NA,NA,NA,NA,NA,NA,NA
x7451_458_39959_4_403,458.39959,4.403,26:5,7451,Unknown,NA,C30H51NO2,[M + H]+,C30H51NO2,Fatty acids,0.9912158250808716,Unknown,0.8094176650047302,Unknown,0.3029320240020752,Unknown,0.8031893372535706,NA,NA,NA,NA,NA,NA,NA,NA,NA
x9388_486_43127_5_001,486.43127,5.001,26:5,9388,Unknown,NA,C32H55NO2,[M + H]+,C32H55NO2,Fatty acids,0.952549397945404,Fatty amides,0.874433696269989,Unknown,0.8405474424362183,Unknown,0.5046207904815674,NA,NA,NA,NA,NA,NA,NA,NA,NA
x13047_670_56065_6_491,670.56065,6.491,26:5,13047,Unknown,NA,C39H75NO7,[M + H]+,C39H75NO7,Fatty acids,0.9443934559822084,Unknown,0.23667503893375397,Unknown,0.21812525391578672,Amino acids and derivatives,0.9310571551322936,NA,NA,NA,NA,NA,NA,NA,NA,NA
x40684_994_9084_16_571,994.9084,16.571,26:5,40684,Unknown,NA,C31H22N4O22S6,[M + H]+,C31H22N4O22S6,Unknown,0.375813752412796,Unknown,0.7382134795188904,Unknown,0.1836784929037094,Unknown,0.5987870693206787,NA,NA,NA,NA,NA,NA,NA,NA,NA
x5789_519_45426_3_873,519.45426,3.873,26:5,5789,Unknown,NA,C32H58N2O3,[M + H]+,C32H58N2O3,Terpenoids,0.9443888068199158,Unknown,0.532833456993103,Unknown,0.6226425766944885,Unknown,0.6914061903953552,NA,NA,NA,NA,NA,NA,NA,NA,NA
x6565_482_40226_4_047,482.40226,4.047,26:5,6565,Unknown,NA,C27H47BN6O,[M + H]+,C27H47BN6O,Unknown,0.1848900318145752,Unknown,0.05720435082912445,Unknown,0.17473292350769043,Unknown,0.6611492037773132,NA,NA,NA,NA,NA,NA,NA,NA,NA
x10865_484_4148_5_604,484.4148,5.604,26:5,10865,Unknown,NA,C32H53NO2,[M + H]+,C32H53NO2,Terpenoids,0.9071862697601318,Unknown,0.7610654234886169,Unknown,0.6212335228919983,Unknown,0.7497609853744507,NA,NA,NA,NA,NA,NA,NA,NA,NA
x14135_576_4075_6_948,576.4075,6.948,26:5,14135,Unknown,NA,C34H57NO4S,[M + H]+,C34H57NO4S,Terpenoids,0.9749909043312072,Unknown,0.740711510181427,Unknown,0.7980731725692749,Unknown,0.5870997309684753,NA,NA,NA,NA,NA,NA,NA,NA,NA
x7433_475_42846_4_384,475.42846,4.384,26:6,7433,Unknown,NA,C27H58N2O2S,[M + H]+,C27H58N2O2S,Fatty acids,0.8641124963760376,Unknown,0.6261456608772278,Unknown,0.5894713997840881,Unknown,0.8367173075675964,NA,NA,NA,NA,NA,NA,NA,NA,NA
x8329_498_39471_4_658,498.39471,4.658,26:6,8329,Unknown,NA,C32H51NO3,[M + H]+,C32H51NO3,Terpenoids,0.9597148895263672,Unknown,0.6201483607292175,Unknown,0.5918238759040833,Unknown,0.7714585661888123,NA,NA,NA,NA,NA,NA,NA,NA,NA
x20215_558_43169_9_537,558.43169,9.537,26:6,20215,Unknown,NA,C38H55NO2,[M + H]+,C38H55NO2,Unknown,0.6242345571517944,Unknown,0.2845059931278229,Unknown,0.23095181584358215,Unknown,0.5617097020149231,NA,NA,NA,NA,NA,NA,NA,NA,NA
x4516_460_40046_3_482,460.40046,3.482,26:6,4516,Unknown,NA,C26H53NO5,[M + H]+,C26H53NO5,Unknown,0.6203935742378235,Unknown,0.3744391500949859,Unknown,0.1679571121931076,Unknown,0.5402300357818604,NA,NA,NA,NA,NA,NA,NA,NA,NA
x9289_512_40878_5_007,512.40878,5.007,26:6,9289,Unknown,NA,C33H53NO3,[M + H]+,C33H53NO3,Terpenoids,0.9760849475860596,Steroids,0.8810508251190186,Unknown,0.6786402463912964,Unknown,0.5306591987609863,NA,NA,NA,NA,NA,NA,NA,NA,NA
x17361_496_37907_8_262,496.37907,8.262,26:6,17361,Unknown,NA,C32H49NO3,[M + H]+,C32H49NO3,Terpenoids,0.9839506149291992,Steroids,0.9839118123054504,Unknown,0.4395851492881775,Glycinated bile acids and derivatives,0.9778025150299072,NA,NA,NA,NA,NA,NA,NA,NA,NA
x25287_486_43167_11_994,486.43167,11.994,26:6,25287,Unknown,NA,C32H55NO2,[M + H]+,C32H55NO2,Unknown,0.8357782959938049,Unknown,0.7259454131126404,Unknown,0.18366357684135437,Unknown,0.5927799344062805,NA,NA,NA,NA,NA,NA,NA,NA,NA
x25050_590_49383_11_927,590.49383,11.927,26:6,25050,Unknown,NA,C40H63NO2,[M + H]+,C40H63NO2,Fatty acids,0.941090762615204,Unknown,0.35534003376960754,Unknown,0.06311161816120148,Unknown,0.5765504240989685,NA,NA,NA,NA,NA,NA,NA,NA,NA
x18990_532_41538_8_925,532.41538,8.925,26:6,18990,Unknown,NA,C36H53NO2,[M + H]+,C36H53NO2,Unknown,0.7455491423606873,Unknown,0.3070976138114929,Unknown,0.2393108457326889,Unknown,0.802570641040802,NA,NA,NA,NA,NA,NA,NA,NA,NA
x8202_484_41591_4_603,484.41591,4.603,26:6,8202,Unknown,NA,C32H53NO2,[M + H]+,C32H53NO2,Unknown,0.7650749087333679,Unknown,0.8009911179542542,Unknown,0.39199844002723694,Unknown,0.6999388933181763,NA,NA,NA,NA,NA,NA,NA,NA,NA
x32444_537_44458_13_784,537.44458,13.784,26:6,32444,Unknown,NA,C40H56,[M + H]+,C40H56,Terpenoids,0.9999462366104126,Carotenoids (C40),0.9941902160644532,Unknown,0.815721869468689,Unknown,0.7652571201324463,NA,NA,NA,NA,NA,NA,NA,NA,NA
x5968_456_38482_3_914,456.38482,3.914,26:6,5968,Unknown,NA,C30H49NO2,[M + H]+,C30H49NO2,Terpenoids,0.9299365282058716,Unknown,0.8395252823829651,Unknown,0.8403705358505249,Unknown,0.7090803384780884,NA,NA,NA,NA,NA,NA,NA,NA,NA
x19421_532_41389_9_146,532.41389,9.146,26:6,19421,Unknown,NA,C29H56ClN5,[M + Na]+,C29H56ClN5,Unknown,0.732099711894989,Unknown,0.16054265201091766,Unknown,0.03448624908924103,Aryl chlorides,0.8842462301254272,NA,NA,NA,NA,NA,NA,NA,NA,NA
x15580_504_38402_7_5,504.38402,7.5,26:6,15580,Unknown,NA,C27H47BN6O,[M + Na]+,C27H47BN6O,Unknown,0.14403069019317627,Unknown,0.12174684554338457,Unknown,0.13705885410308838,Unknown,0.6893565654754639,NA,NA,NA,NA,NA,NA,NA,NA,NA
x32347_536_43992_13_77,536.43992,13.77,26:6,32347,Unknown,NA,C36H58NP,[M + H]+,C36H58NP,Terpenoids,0.9653856158256532,Unknown,0.22099043428897855,Unknown,0.06184501945972442,Lipids and lipid-like molecules,0.986665666103363,NA,NA,NA,NA,NA,NA,NA,NA,NA
x20271_508_41511_9_588,508.41511,9.588,26:6,20271,Unknown,NA,C34H53NO2,[M + H]+,C34H53NO2,Unknown,0.8356760144233704,Unknown,0.2996828854084015,Unknown,0.24732327461242676,Unknown,0.6264035105705261,NA,NA,NA,NA,NA,NA,NA,NA,NA
x6547_496_37761_4_098,496.37761,4.098,26:6,6547,Unknown,NA,C32H49NO3,[M + H]+,C32H49NO3,Terpenoids,0.9715024828910828,Unknown,0.8481438159942627,Unknown,0.25326189398765564,Unknown,0.8323462605476379,NA,NA,NA,NA,NA,NA,NA,NA,NA
x11324_548_37482_5_689,548.37482,5.689,26:6,11324,Unknown,NA,C35H49NO4,[M + H]+,C35H49NO4,Terpenoids,0.8537476062774658,Unknown,0.2224565297365189,Unknown,0.03079686872661113,Unknown,0.8251883387565613,NA,NA,NA,NA,NA,NA,NA,NA,NA
x17599_506_39886_8_359,506.39886,8.359,26:6,17599,Unknown,NA,C32H53NO2,[M + Na]+,C32H53NO2,Terpenoids,0.9578171968460084,Unknown,0.7580767273902893,Unknown,0.44944804906845093,Unknown,0.6217206120491028,NA,NA,NA,NA,NA,NA,NA,NA,NA
x7027_470_40051_4_269,470.40051,4.269,26:6,7027,Unknown,NA,C31H51NO2,[M + H]+,C31H51NO2,Unknown,0.6797220706939697,Unknown,0.803544819355011,Unknown,0.3688684105873108,Unknown,0.748701810836792,NA,NA,NA,NA,NA,NA,NA,NA,NA
x2982_500_31368_2_849,500.31368,2.849,26:6,2982,Unknown,NA,C26H46NO6P,[M + H]+,C26H46NO6P,Fatty acids,0.9967214465141296,Glycerophospholipids,0.9907122254371644,Unknown,0.7533690929412842,Unknown,0.7024484872817993,NA,NA,NA,NA,NA,NA,NA,NA,NA
x28805_532_40806_12_953,532.40806,12.953,26:6,28805,Unknown,NA,C27H49N9O2,[M + H]+,C27H49N9O2,Unknown,0.4527060091495514,Unknown,0.29452067613601685,Unknown,0.753903329372406,Unknown,0.5759561657905579,NA,NA,NA,NA,NA,NA,NA,NA,NA
x10793_550_38912_5_559,550.38912,5.559,26:6,10793,Unknown,NA,C33H53NO4,[M + Na]+,C33H53NO4,Terpenoids,0.9505383372306824,Unknown,0.6199142932891846,Unknown,0.5362473726272583,Unknown,0.5687933564186096,NA,NA,NA,NA,NA,NA,NA,NA,NA
x9768_550_38962_5_173,550.38962,5.173,26:6,9768,Unknown,NA,C35H51NO4,[M + H]+,C35H51NO4,Unknown,0.7846947312355042,Unknown,0.49826955795288086,Unknown,0.18571090698242188,Unknown,0.59013432264328,NA,NA,NA,NA,NA,NA,NA,NA,NA
x10962_624_48224_5_627,624.48224,5.627,26:6,10962,Unknown,NA,C36H65NO7,[M + H]+,C36H65NO7,Unknown,0.812256932258606,Unknown,0.23703965544700625,Unknown,0.13733087480068207,Amino acids and derivatives,0.8945778012275696,NA,NA,NA,NA,NA,NA,NA,NA,NA
