feature_id,pepmass,LipidClass,compound_class,coraldb_compound_name
25693,856.6042,PC,Unknown,PC(20:3:22:6) [M+H]+
35511,1004.8007,PC,Glycerophosphocholines,NA
20348,782.5672,PC,Glycerophosphocholines,PC(36:4) / PC(O-36:5;O) [M+H]+
20598,850.5951,PC,Glycerophosphocholines,PC(40:6;O) [M+H]+
29923,790.6686,PC,Glycerophosphocholines,NA
19929,784.5918,PC,NA,PC(36:3) / PC(O-36:4;O) [M+H]+
3830,878.5556,PC,Phosphosphingolipids,PC(22:6/22:6) [M+H]+
6740,652.4549,PC,Oxidized glycerophospholipids,NA
12829,832.6058,PC,Unknown,PC(O-37:3;O3) [M+H]+
13181,684.4954,PC,Glycerophosphocholines,NA
23144,814.5726,PC,Glycerophosphocholines,PC(O-36:5;O3) / PC(36:4;O2) [M+H]+
7032,602.419,PC,Lyso-PC(acyl),Lyso-PC(24:3) [M+H]+
12750,838.6404,PC,Neutral glycosphingolipids,NA
17161,696.5304,PC,Glycerophosphocholines,NA
28280,790.6333,PC,Glycerophosphocholines,PC(36:0) [M+H]+
21609,814.5422,PC,Glycerophosphocholines,NA
2473,975.68,PC,Unknown,NA
20148,786.5625,PC,Glycerophosphocholines,PC(O-35:4;O2) [M+H]+
11088,844.5687,PC,Oxidized glycerophospholipids,NA
20300,792.6374,PC,Unknown,NA
20259,798.6027,PC,Glycerophosphocholines,PC(37:3) [M+H]+
33387,950.604,PC,Unknown,NA
17980,836.6177,PC,Glycerophosphocholines,PC(O-18:0/22:5) [M+H]+
31749,1024.7729,PC,Glycerophosphocholines,NA
15253,778.5383,PC,Glycerophosphocholines,PC(36:6) [M+H]+
12576,870.6256,PC,Unknown,NA
16042,836.618,PC,Glycerophosphocholines,PC(40:5) [M+H]+
24972,848.6537,PC,Glycerophosphocholines,PC(O-42:6) [M+H]+
18154,762.5309,PC,Unknown,NA
4078,662.4385,PC,Oxidized glycerophospholipids,NA
13328,816.6141,PC,Glycerophosphocholines,NA
12407,846.6222,PC,Unknown,NA
20512,1473.112,PC,Unknown,NA
4896,538.3859,PC,Lyso-PC(acyl),Lyso-PC(19:0) [M+H]+
19313,1423.0964,PC,Unknown,NA
7858,848.5674,PC,Oxidized glycerophospholipids,PC(40:7;O) [M+H]+
19218,727.5754,PC,Unknown,NA
14046,866.5855,PC,Unknown,NA
15022,868.6042,PC,Unknown,NA
14838,854.566,PC,Glycerophosphocholines,PC(20:4:22:6) [M+H]+
17095,724.5302,PC,Glycerophosphocholines,NA
19384,832.5855,PC,Unknown,PC(40:7) [M+H]+
16885,884.6173,PC,Unknown,NA
16486,748.5835,PC,Glycerophosphocholines,NA
23239,828.5668,PC,Unknown,PC(40:9) [M+H]+
27988,842.6636,PC,Unknown,PC(40:2) [M+H]+
11291,636.4632,PC,Unknown,NA
3785,668.4495,PC,Oxidized glycerophospholipids,NA
26637,807.6576,PC,Glycerophosphocholines,NA
8386,832.5727,PC,Oxidized glycerophospholipids,PC(40:7) [M+H]+
4549,947.681,PC,Unknown,NA
4823,1072.6162,PC,Unknown,NA
2155,510.3536,PC,Lyso-PC(acyl),Lyso-PC(17:0) [M + H]+
7303,678.4503,PC,Unknown,NA
4107,638.4368,PC,Depsipeptides,NA
20852,784.5823,PC,Glycerophosphocholines,PC(36:3) / PC(O-36:4;O) [M+H]+
15963,916.6298,PC,Phosphosphingolipids,NA
27952,924.5354,PC,Unknown,NA
8458,844.611,PC,Neutral glycosphingolipids,PC(O-38:4;O3) [M+H]+
14453,774.5654,PC,Glycerophosphocholines,PC(O-34:2;O) [M+H]+
15545,830.5796,PC,Glycerophosphocholines,PC(40:8) [M+H]+
6300,1003.7066,PC,Unknown,NA
25816,872.6536,PC,Unknown,NA
25204,788.6151,PC,Glycerophosphocholines,PC(36:1) [M+H]+
38861,1441.0953,PC,Unknown,NA
10915,616.4699,PC,Glycerophosphocholines,NA
11630,832.5883,PC,Oxidized DGCC,PC(40:7) [M+H]+
3175,955.7281,PC,Glycerophosphocholines,NA
7908,694.5023,PC,Unknown,NA
4416,864.5404,PC,Oxidized glycerophospholipids,NA
11111,756.4968,PC,Glycerophosphocholines,NA
20828,844.4868,PC,Glycerophosphocholines,NA
14572,812.5816,PC,Unknown,PC(O-37:5;O) [M+H]+
17676,782.5799,PC,Unknown,NA
35419,870.7375,PC,Unknown,NA
6719,726.4966,PC,Unknown,PC(32:4) / PC(O-32:5;O) [M+H]+
14201,788.5593,PC,Glycerophosphocholines,PC(O-38:8) [M+H]+
12371,788.5853,PC,Unknown,NA
28114,785.6548,PC,Phosphosphingolipids,NA
16672,770.5697,PC,Glycerophosphocholines,NA
13957,860.6393,PC,Unknown,PC(O-39:3;O3) [M+H]+
14180,882.6029,PC,Glycerophosphocholines,PC(22:6/22:4) [M+H]+
21873,842.628,PC,Glycerophosphocholines,NA
15479,712.525,PC,Glycerophosphocholines,PC(O-32:4) [M+H]+
10452,830.5887,PC,Unknown,PC(O-37:4;O3) [M+H]+
35761,900.7761,PC,Glycerophosphocholines,NA
22397,850.6332,PC,Unknown,NA
3728,679.5018,PC,Unknown,NA
11970,696.4975,PC,Glycerophosphocholines,NA
2769,538.3862,PC,Lyso-PC(acyl),Lyso-PC(19:0) [M+H]+
19006,852.6121,PC,Glycerophosphocholines,NA
36540,884.7491,PC,Glycerophosphocholines,PC(O-44:2) [M+H]+
5592,510.4318,PC,Unknown,NA
20054,788.6176,PC,Glycerophosphocholines,PC(36:1) [M+H]+
28672,832.6787,PC,Unknown,NA
22390,886.6307,PC,Glycerophosphocholines,NA
11161,812.58,PC,Glycerophosphocholines,NA
17131,814.5722,PC,Unknown,PC(O-36:5;O3) / PC(36:4;O2) [M+H]+
21964,705.5905,PC,Unknown,NA
33751,914.7592,PC,Glycerophosphocholines,NA
20252,791.6054,PC,Phosphosphingolipids,NA
7527,710.4995,PC,Oxidized glycerophospholipids,PC(O-32:5) [M+H]+
22840,762.5815,PC,Glycerophosphocholines,NA
6779,640.4575,PC,Unknown,NA
3804,638.269,PC,Unknown,NA
12197,594.4506,PC,Lyso-PC(acyl),Lyso-PC(23:0) [M+H]+
1770,510.3569,PC,Lyso-PC(acyl),Lyso-PC(17:0) [M + H]+
12752,840.615,PC,Glycerophosphocholines,NA
3311,636.4238,PC,Unknown,PC(24:1;O) [M+H]+
33479,924.7432,PC,Glycerophosphocholines,NA
14501,786.5441,PC,Unknown,NA
19352,399.7851,PC,Unknown,NA
24875,852.6464,PC,Unknown,NA
13804,814.5537,PC,Oxidized glycerophospholipids,PC(O-36:5;O3) / PC(36:4;O2) [M+H]+
3553,483.3099,PC,Unknown,NA
13873,580.4699,PC,Glycerophosphocholines,NA
2443,1007.7008,PC,Neutral glycosphingolipids,NA
5188,774.5306,PC,Oxidized glycerophospholipids,PC(O-37:8) [M+H]+
17550,888.5836,PC,Glycerophosphocholines,NA
20637,770.5095,PC,Glycerophosphocholines,NA
10795,858.5857,PC,Oxidized glycerophospholipids,NA
5173,576.3667,PC,Unknown,NA
24799,800.6175,PC,Unknown,PC(37:2) [M+H]+
34150,870.7342,PC,Glycerophosphocholines,NA
5355,684.481,PC,Unknown,NA
23556,814.5993,PC,Glycerophosphocholines,NA
17267,748.6094,PC,Unknown,PC(O-34:0) [M+H]+
13516,856.608,PC,Unknown,NA
21638,856.6431,PC,Glycerophosphocholines,NA
25495,830.6629,PC,Glycerophosphocholines,PC(39:1) [M+H]+
18544,858.5986,PC,Glycerophosphocholines,NA
22175,772.5873,PC,Glycerophosphocholines,NA
19392,756.6143,PC,Unknown,NA
10146,754.5416,PC,Glycerophosphocholines,PC(34:4) [M+H]+
18877,706.5378,PC,Glycerophosphocholines,PC(30:0) [M+H]+
4116,698.4585,PC,Oxidized glycerophospholipids,NA
17445,804.6139,PC,Glycerophosphocholines,NA
13525,738.5088,PC,Glycerophosphocholines,NA
29011,1022.7553,PC,Unknown,NA
14851,738.5442,PC,Unknown,NA
20498,1472.1018,PC,Unknown,NA
25499,734.6027,PC,Glycerophosphocholines,PC(O-33:0) [M+H]+
10232,774.5078,PC,Glycerophosphocholines,NA
28195,816.6494,PC,Unknown,PC(38:1) [M+H]+
6883,836.5681,PC,Oxidized glycerophospholipids,NA
23866,812.5646,PC,Oxidized glycerophospholipids,NA
23105,760.5881,PC,Glycerophosphocholines,PC(34:1) [M+H]+
32760,884.7136,PC,Unknown,NA
14383,728.5252,PC,Glycerophosphocholines,PC(32:23 [M+H]+
3881,550.3864,PC,Lyso-PC(acyl),Lyso-PC(20:1) [M+H]+
7201,848.568,PC,Oxidized glycerophospholipids,PC(40:7;O) [M+H]+
3182,707.4982,PC,Unknown,NA
30749,813.6854,PC,Phosphosphingolipids,SM(42:2;O2) [M+H]+
9355,1075.8384,PC,Unknown,NA
20710,840.648,PC,Glycerophosphocholines,PC(40:3) [M+H]+
13379,632.4654,PC,Glycerophosphocholines,NA
15264,888.6343,PC,Phosphosphingolipids,NA
2611,507.3685,PC,Unknown,NA
27937,834.6377,PC,Glycerophosphocholines,NA
3582,598.39,PC,Unknown,NA
20904,856.6428,PC,Glycerophosphocholines,NA
16679,860.5796,PC,Glycerophosphocholines,NA
15267,754.5384,PC,Glycerophosphocholines,PC(34:4) [M+H]+
35683,898.768,PC,Unknown,NA
12972,842.6284,PC,Glycerophosphocholines,NA
13922,816.6132,PC,Glycerophosphocholines,NA
16941,896.6161,PC,Glycerophosphocholines,NA
22619,1046.7304,PC,Unknown,NA
30415,825.6897,PC,Unknown,NA
14919,606.4876,PC,Glycerophosphocholines,NA
19539,736.5684,PC,Unknown,NA
12821,620.466,PC,Glycerophosphocholines,NA
32490,934.6148,PC,Oxidized glycerophospholipids,NA
22637,734.5695,PC,Glycerophosphocholines,PC(32:0) [M+H]+
33379,910.7335,PC,Unknown,NA
14767,804.5548,PC,Glycerophosphocholines,PC(38:7) [M+H]+
2717,1143.735,PC,Unknown,NA
18599,762.5396,PC,Glycerophosphocholines,NA
33474,858.7318,PC,Unknown,PC(O-42:1) [M+H]+
21419,876.6466,PC,Unknown,NA
14230,830.6306,PC,Glycerophosphocholines,NA
19654,810.5669,PC,Glycerophosphocholines,NA
18714,1409.0798,PC,Unknown,NA
10350,552.438,PC,Lyso-PC(alkyl),Lyso-PC(O-21:0) [M+H]+
10067,590.454,PC,Glycerophosphocholines,NA
14817,888.6287,PC,Phosphosphingolipids,NA
26346,759.6405,PC,Phosphosphingolipids,NA
18034,872.6174,PC,Unknown,NA
3866,648.4002,PC,Glycerophosphocholines,NA
13277,784.5235,PC,Unknown,NA
21087,776.6155,PC,Glycerophosphocholines,NA
4715,975.6739,PC,Neutral glycosphingolipids,NA
13155,760.5853,PC,Glycerophosphocholines,PC(34:1) [M+H]+
18495,689.5584,PC,Phosphosphingolipids,NA
3689,680.4475,PC,Phosphosphingolipids,NA
31126,872.7112,PC,Glycerophosphocholines,NA
26155,872.5029,PC,Unknown,NA
7568,820.5189,PC,Unknown,NA
23533,812.6196,PC,Glycerophosphocholines,PC(38:3) / PC(38:4;O) [M+H]+
17341,796.5469,PC,Glycerophosphocholines,NA
17426,788.6155,PC,Unknown,PC(36:1) [M+H]+
31586,898.7321,PC,Pyrrole alkaloids,NA
19526,842.5904,PC,Oxidized glycerophospholipids,PC(O-38:5;O3) [M+H]+
2734,1043.7044,PC,Unknown,NA
20756,846.4816,PC,Unknown,NA
10243,592.4362,PC,Glycerophosphocholines,NA
35112,884.7457,PC,Unknown,PC(O-44:2) [M+H]+
9721,416.7892,PC,Unknown,NA
9396,830.5896,PC,Unknown,PC(O-37:4;O3) [M+H]+
33325,844.7175,PC,Glycerophosphocholines,NA
5073,525.3972,PC,Unknown,NA
4511,991.7464,PC,Unknown,NA
29745,890.7053,PC,Unknown,NA
15466,816.5695,PC,Depsipeptides,PC(O-36:4;O3) / PC(36:3;O2) [M+H]+
4689,748.5158,PC,Oxidized glycerophospholipids,NA
11213,830.5903,PC,Unknown,PC(O-37:4;O3) [M+H]+
33828,842.7039,PC,Glycerophosphocholines,NA
21955,850.6362,PC,Glycerophosphocholines,NA
11126,578.4539,PC,Glycerophosphocholines,NA
6673,576.4037,PC,Unknown,NA
32897,1000.7717,PC,Glycerophosphocholines,NA
9997,786.5254,PC,Oxidized glycerophospholipids,NA
32987,900.7405,PC,Glycerophosphocholines,NA
19301,802.5413,PC,Glycerophosphocholines,PC(38:8) [M+H]+
14511,854.6292,PC,Glycerophosphocholines,NA
4821,1031.7359,PC,Unknown,NA
19777,800.5299,PC,Unknown,NA
18830,798.5648,PC,Glycerophosphocholines,PC(O-36:5;O2) [M+H]+
12389,838.5565,PC,Oxidized glycerophospholipids,PC(38:6;O2) [M+H]+
34745,856.7168,PC,Glycerophosphocholines,PC(O-42:2) [M+H]+
17743,772.5496,PC,Glycerophosphocholines,PC(O-34:4;O2) [M+H]+
28817,806.6634,PC,Halogenated hydrocarbons,NA
12955,840.5725,PC,Unknown,NA
26510,900.6894,PC,Glycerophosphocholines,NA
13762,685.5303,PC,Phosphosphingolipids,NA
15432,856.5664,PC,Oxidized glycerophospholipids,PC(20:3:22:6) [M+H]+
21340,728.5576,PC,Unknown,NA
21641,736.5859,PC,Glycerophosphocholines,NA
28042,773.6526,PC,Phosphosphingolipids,NA
3348,921.6628,PC,Neutral glycosphingolipids,NA
3778,596.4297,PC,Glycerophosphocholines,NA
28717,958.7358,PC,Neutral glycosphingolipids,NA
1408,1135.6681,PC,Unknown,NA
3915,510.3202,PC,Unknown,NA
24904,790.6246,PC,Unknown,PC(36:0) [M+H]+
29902,804.6498,PC,Glycerophosphocholines,NA
17729,802.5319,PC,Unknown,NA
5990,716.4861,PC,Oxidized glycerophospholipids,PC(30:3;O) [M+H]+
36988,966.827,PC,Glycerophosphocholines,NA
3427,1019.7036,PC,Oxidized glycerophospholipids,NA
6041,596.4283,PC,Glycerophosphocholines,NA
17732,880.6461,PC,Unknown,NA
32935,948.7401,PC,Unknown,NA
4015,1015.742,PC,Unknown,NA
32556,908.5971,PC,Unknown,NA
5620,638.4339,PC,Depsipeptides,NA
2724,1093.7203,PC,Unknown,NA
1292,524.3355,PC,Glycerophosphocholines,NA
7875,590.4183,PC,Glycerophosphocholines,NA
18557,871.6291,PC,Neutral glycosphingolipids,NA
8349,858.5831,PC,Oxidized glycerophospholipids,NA
24284,748.5841,PC,Unknown,NA
15727,814.5731,PC,Glycerophosphocholines,PC(O-36:5;O3) / PC(36:4;O2) [M+H]+
19381,706.5372,PC,Glycerophosphocholines,PC(30:0) [M+H]+
20363,1439.089,PC,Unknown,NA
17128,737.5754,PC,Unknown,NA
6532,706.5038,PC,Unknown,NA
6608,846.554,PC,Phosphosphingolipids,NA
2437,1067.7011,PC,Unknown,NA
28190,880.6805,PC,Glycerophosphocholines,NA
6026,1053.7271,PC,Unknown,NA
10022,564.4397,PC,Glycerophosphocholines,NA
4519,792.5034,PC,Oxidized glycerophospholipids,NA
22384,798.553,PC,Glycerophosphocholines,PC(O-36:5;O2) [M+H]+
34456,896.746,PC,Unknown,NA
20746,852.6121,PC,Glycerophosphocholines,NA
25354,876.6499,PC,Unknown,NA
12289,710.5137,PC,Unknown,PC(O-32:5) [M+H]+
32423,856.642,PC,Glycerophosphocholines,NA
7879,550.4237,PC,Glycerophosphocholines,NA
14220,844.5845,PC,Glycerophosphocholines,NA
17423,660.5016,PC,Unknown,NA
14322,712.5267,PC,Glycerophosphocholines,PC(O-32:4) [M+H]+
6075,634.4481,PC,Unknown,NA
20836,860.6166,PC,Glycerophosphocholines,NA
36763,914.7966,PC,Glycerophosphocholines,NA
7074,634.2751,PC,Unknown,NA
32572,906.5949,PC,Glycerophosphocholines,NA
6303,878.557,PC,Phosphosphingolipids,PC(22:6/22:6) [M+H]+
7386,650.4793,PC,Phosphosphingolipids,NA
25344,745.6216,PC,Phosphosphingolipids,NA
20284,722.5631,PC,Unknown,NA
11723,632.4637,PC,Glycerophosphocholines,NA
22847,804.5864,PC,Unknown,PC(O-35:3;O3) [M+H]+
7844,680.5249,PC,Glycerophosphocholines,NA
5232,890.5567,PC,Glycerophosphocholines,NA
25483,864.5288,PC,Depsipeptides,NA
21404,746.5711,PC,Unknown,PC(33:1) [M+H]+
8498,910.6408,PC,Unknown,NA
31548,639.9735,PC,Unknown,NA
10145,784.5551,PC,Unknown,NA
5580,836.5468,PC,Oxidized glycerophospholipids,NA
2466,1487.0044,PC,Unknown,NA
30621,952.5654,PC,Unknown,NA
20580,838.5943,PC,Glycerophosphocholines,NA
15941,678.5071,PC,Glycerophosphocholines,PC(28:0) [M+H]+
10658,860.6012,PC,Oxidized glycerophospholipids,NA
8956,904.6016,PC,Unknown,NA
3911,698.4763,PC,Glycerophosphocholines,NA
20661,840.5909,PC,Glycerophosphocholines,NA
21659,413.8013,PC,Unknown,NA
18205,848.6162,PC,Glycerophosphocholines,NA
11532,770.5587,PC,Unknown,NA
3289,568.3958,PC,Glycerophosphocholines,NA
20335,727.5818,PC,Unknown,NA
24310,890.5256,PC,Unknown,NA
22655,848.4932,PC,Oxidized glycerophospholipids,NA
31003,1100.8049,PC,Unknown,NA
6998,812.5463,PC,Unknown,NA
24150,800.6186,PC,Glycerophosphocholines,PC(37:2) [M+H]+
16932,407.8012,PC,Unknown,NA
13861,814.5988,PC,Glycerophosphocholines,NA
13020,752.5223,PC,Glycerophosphocholines,PC(34:5) [M+H]+
31804,868.7141,PC,Unknown,NA
22085,706.5751,PC,Glycerophosphocholines,PC(O-31:0) [M+H]+
14667,816.5709,PC,Unknown,NA
17835,689.5636,PC,Unknown,NA
26517,856.643,PC,Glycerophosphocholines,NA
24083,850.6352,PC,Glycerophosphocholines,NA
28288,932.7159,PC,Neutral glycosphingolipids,NA
26778,759.631,PC,Unknown,NA
27762,906.6946,PC,Glycerophosphocholines,NA
18650,399.7852,PC,Unknown,NA
35552,886.7649,PC,Glycerophosphocholines,NA
7488,848.5874,PC,Unknown,DGCC(42:10) [M+H]+
18417,774.5991,PC,Unknown,PC(35:1) [M+H]+
3318,506.3575,PC,Lyso-PC(alkyl),Lyso-PC(O-18:2) [M+H]+
7558,790.5209,PC,Glycerophosphocholines,NA
17500,872.6185,PC,Unknown,NA
16496,854.6266,PC,Glycerophosphocholines,NA
19117,889.6292,PC,Oxidized glycerophospholipids,NA
20910,720.5558,PC,Glycerophosphocholines,NA
17143,874.6556,PC,Glycerophosphocholines,PC(O-44:7) [M+H]+
33469,1002.7842,PC,Glycerophosphocholines,NA
12051,860.6001,PC,Oxidized glycerophospholipids,NA
21028,746.5707,PC,Unknown,PC(33:1) [M+H]+
19411,786.566,PC,Glycerophosphocholines,PC(O-35:4;O2) [M+H]+
6956,562.4243,PC,Glycerophosphocholines,NA
18857,744.5557,PC,Unknown,PC(33:2) [M+H]+
17579,708.5324,PC,Glycerophosphocholines,NA
22538,762.6026,PC,Glycerophosphocholines,NA
6738,848.5879,PC,Unknown,DGCC(42:10) [M+H]+
22204,741.5916,PC,Phosphosphingolipids,SM(37:3;O2) [M+H]+
5634,762.4904,PC,Glycerophosphocholines,NA
13992,407.8015,PC,Unknown,NA
16536,866.5907,PC,Unknown,NA
23797,748.587,PC,Unknown,NA
22991,1010.7168,PC,Unknown,NA
3652,760.4739,PC,Oxidized glycerophospholipids,NA
9239,886.5948,PC,Unknown,NA
15246,682.5182,PC,Unknown,NA
6392,554.4187,PC,Glycerophosphocholines,NA
5824,776.5078,PC,Oxidized glycerophospholipids,NA
20508,760.5607,PC,Unknown,NA
29623,880.564,PC,Oxidized glycerophospholipids,NA
17091,833.5809,PC,Glycerophosphocholines,NA
25619,760.5883,PC,Glycerophosphocholines,PC(34:1) [M+H]+
12570,628.4312,PC,Unknown,NA
4710,1019.7414,PC,Glycerophosphocholines,NA
9292,682.483,PC,Glycerophosphocholines,PC(O-30:5) [M+H]+
15229,634.4824,PC,Glycerophosphocholines,NA
17420,689.5557,PC,Unknown,NA
9960,562.4238,PC,Glycerophosphocholines,NA
20231,1464.1006,PC,Unknown,NA
25502,757.6231,PC,Phosphosphingolipids,NA
20156,882.6017,PC,Glycerophosphocholines,PC(22:6/22:4) [M+H]+
21945,830.6284,PC,Glycerophosphocholines,NA
8720,848.5922,PC,Unknown,DGCC(42:10) [M+H]+
21507,826.598,PC,Glycerophosphocholines,PC(O-38:5;O2) [M+H]+
11533,860.6398,PC,Unknown,PC(O-39:3;O3) [M+H]+
9708,788.5738,PC,Glycerophosphocholines,PC(O-38:8) [M+H]+
8098,680.3172,PC,Glycerophosphocholines,NA
8320,850.5841,PC,Oxidized glycerophospholipids,PC(40:6;O) [M+H]+
5535,876.5395,PC,Oxidized glycerophospholipids,NA
17898,677.5573,PC,Phosphosphingolipids,NA
18950,814.631,PC,Glycerophosphocholines,PC(38:2) [M+H]+
33327,882.7322,PC,Unknown,NA
10331,770.5329,PC,Unknown,PC(O-34:5;O2) [M+H]+
30351,914.7611,PC,Glycerophosphocholines,NA
24571,1058.7799,PC,Unknown,NA
7505,834.5859,PC,Oxidized glycerophospholipids,PC(40:6) [M+H]+
20896,988.6995,PC,Unknown,NA
35130,926.7553,PC,Glycerophosphocholines,NA
13387,786.5692,PC,Neutral glycosphingolipids,PC(O-35:4;O2) [M+H]+
21368,712.5666,PC,Glycerophosphocholines,NA
20687,392.7954,PC,Unknown,NA
27423,778.636,PC,Unknown,NA
16621,868.6016,PC,Unknown,NA
9769,886.5975,PC,Oxidized glycerophospholipids,NA
29021,1072.774,PC,Unknown,NA
26328,834.6568,PC,Glycerophosphocholines,NA
17566,914.6291,PC,Oxidized glycerophospholipids,NA
1003,468.3675,PC,Unknown,NA
16035,708.5282,PC,Glycerophosphocholines,NA
4435,610.4065,PC,Oxidized glycerophospholipids,NA
3389,991.7086,PC,Neutral glycosphingolipids,NA
7587,682.3267,PC,Unknown,NA
20820,774.6,PC,Glycerophosphocholines,PC(35:1) [M+H]+
3112,572.373,PC,Lyso-PC(acyl),Lyso-PC(22:4) [M+H]+
4966,652.2844,PC,Unknown,NA
6599,870.5214,PC,Oxidized glycerophospholipids,NA
21869,854.6284,PC,Glycerophosphocholines,NA
5351,790.5239,PC,Oxidized glycerophospholipids,NA
11626,430.804,PC,Unknown,NA
15595,838.6305,PC,Glycerophosphocholines,PC(40:4) [M+H]+
15895,852.5894,PC,Glycerophosphocholines,NA
20086,958.6344,PC,Oxidized glycerophospholipids,PC(22:6/28:8) [M+H]+
17467,756.5532,PC,Glycerophosphocholines,PC(34:3) [M+H]+
7578,854.5576,PC,Oxidized glycerophospholipids,PC(20:4:22:6) [M+H]+
23920,828.611,PC,Unknown,PC(38:3;O) [M+H]+
13002,770.5333,PC,Glycerophosphocholines,PC(O-34:5;O2) [M+H]+
10709,1329.9337,PC,Unknown,NA
20237,720.5547,PC,Unknown,NA
16668,840.5879,PC,Glycerophosphocholines,NA
11619,710.5099,PC,Unknown,PC(O-32:5) [M+H]+
20979,1467.1233,PC,Unknown,NA
22448,764.5804,PC,Glycerophosphocholines,NA
9981,710.4781,PC,Unknown,NA
29079,799.6727,PC,Phosphosphingolipids,NA
8169,860.5909,PC,Unknown,NA
7351,870.5494,PC,Oxidized glycerophospholipids,NA
7733,770.493,PC,Oxidized glycerophospholipids,NA
12334,647.5094,PC,Phosphosphingolipids,NA
21665,1446.0961,PC,Unknown,NA
23623,834.6245,PC,Unknown,NA
20117,758.5698,PC,Glycerophosphocholines,PC(34:2) [M+H]+
12337,726.5092,PC,Glycerophosphocholines,PC(32:4) / PC(O-32:5;O) [M+H]+
10878,704.5241,PC,Glycerophosphocholines,PC(30:1) [M+H]+
27241,785.6543,PC,Phosphosphingolipids,NA
27694,904.7138,PC,Glycerophosphocholines,NA
34838,936.6249,PC,Unknown,NA
13085,834.5883,PC,Oxidized glycerophospholipids,NA
6373,854.5546,PC,Oxidized glycerophospholipids,PC(20:4:22:6) [M+H]+
20773,1464.0947,PC,Unknown,NA
7106,554.4219,PC,Unknown,NA
14193,661.5259,PC,Phosphosphingolipids,NA
7050,676.4552,PC,Oxidized glycerophospholipids,NA
20630,874.5934,PC,Glycerophosphocholines,NA
7467,880.5713,PC,Oxidized glycerophospholipids,NA
25180,1042.7432,PC,Glycerophosphocholines,NA
12164,862.5736,PC,Glycerophosphocholines,NA
323,586.3503,PC,Oxidized Lyso-PC(acyl),Lyso-PC(22:5;O) [M+H]+
13407,888.6349,PC,Phosphosphingolipids,NA
23510,1496.1401,PC,Unknown,NA
36051,912.7835,PC,Unknown,NA
17424,686.5131,PC,Unknown,NA
33835,962.6443,PC,Linear peptides,NA
10790,760.5493,PC,Glycerophosphocholines,NA
26709,1060.8304,PC,Unknown,NA
30580,1074.7903,PC,Glycerophosphocholines,NA
17667,737.5818,PC,Glycerophosphocholines,NA
12828,808.5262,PC,Glycerophosphocholines,NA
28112,1010.7167,PC,Unknown,NA
17571,816.6508,PC,Glycerophosphocholines,PC(38:1) [M+H]+
6513,848.5627,PC,Oxidized glycerophospholipids,PC(40:7;O) [M+H]+
8289,862.5957,PC,Glycerophosphocholines,NA
29429,886.7283,PC,Glycerophosphocholines,NA
7476,524.3716,PC,Lyso-PC(acyl),Lyso-PC(18:0) [M+H]+
10934,878.6166,PC,Unknown,NA
4269,696.4809,PC,Oxidized glycerophospholipids,NA
24220,1481.1304,PC,Unknown,NA
11379,710.4758,PC,Unknown,NA
18645,1486.0753,PC,Unknown,NA
5359,846.5488,PC,Oxidized glycerophospholipids,NA
3321,536.3716,PC,Lyso-PC(acyl),Lyso-PC(19:1) [M+H]+
30707,918.5822,PC,Oxidized glycerophospholipids,NA
6618,864.5638,PC,Oxidized glycerophospholipids,NA
14690,858.6236,PC,Glycerophosphocholines,PC(O-39:4;O3) [M+H]+
31216,920.5956,PC,Unknown,NA
22620,892.4688,PC,Unknown,NA
33021,976.7688,PC,Glycerophosphocholines,NA
20527,1008.7115,PC,Unknown,NA
20205,1488.0985,PC,Unknown,NA
22218,892.4721,PC,Unknown,NA
26211,814.5767,PC,Glycerophosphocholines,PC(O-36:5;O3) / PC(36:4;O2) [M+H]+
11074,794.532,PC,Glycerophosphocholines,PC(36:6;O) [M+H]+
2699,622.3847,PC,Unknown,NA
22044,878.4574,PC,Unknown,NA
14668,738.5078,PC,Glycerophosphocholines,NA
4982,864.5403,PC,Oxidized glycerophospholipids,NA
6996,904.5723,PC,Glycerophosphocholines,NA
19631,732.5546,PC,Glycerophosphocholines,PC(32:1) [M+H]+
16857,701.5575,PC,Unknown,SM(34:2;O2) [M+H]+
3086,997.6697,PC,Unknown,NA
27323,1012.7685,PC,Unknown,NA
342,560.3349,PC,Unknown,NA
19815,722.5694,PC,Unknown,NA
5435,896.5663,PC,Oxidized glycerophospholipids,NA
16699,816.5847,PC,Glycerophosphocholines,PC(O-40:9) [M+H]+
32683,855.7295,PC,Unknown,NA
5962,551.4179,PC,Phosphosphingolipids,NA
23815,902.6268,PC,Glycerophosphocholines,NA
23234,750.5992,PC,Glycerophosphocholines,NA
12222,871.613,PC,Unknown,NA
22627,1002.7526,PC,Glycerophosphocholines,NA
7831,864.5623,PC,Unknown,NA
9430,539.8364,PC,Unknown,NA
19489,818.6085,PC,Glycerophosphocholines,PC(O-36:3;O3) [M+H]+
11914,869.6031,PC,Unknown,NA
29490,948.5912,PC,Oxidized glycerophospholipids,NA
10924,862.5621,PC,Oxidized glycerophospholipids,NA
14374,844.6422,PC,Glycerophosphocholines,NA
26478,882.6599,PC,Glycerophosphocholines,NA
2830,590.3832,PC,Unknown,NA
3471,610.407,PC,Oxidized glycerophospholipids,NA
29760,799.6708,PC,Phosphosphingolipids,NA
8043,864.5873,PC,Glycerophosphocholines,NA
9620,864.5862,PC,Glycerophosphocholines,NA
23969,1040.764,PC,Glycerophosphocholines,NA
