metabolite,feature_id,compound_superclass,molecular_formula,adduct,precursor_formula,npc_number_pathway,npc_number_pathway_probability,npc_number_superclass,npc_number_superclass_probability,npc_number_class,npc_number_class_probability,classy_fire_number_most_specific_class,classy_fire_number_most_specific_class_probability,gnps_cosine_score,gnps_mz_error_ppm,gnps_compound_name,gnps_compound_class,gnps_compound_subclass,coraldb_cosine_score,coraldb_mz_error_ppm,coraldb_compound_family,coraldb_compound_superclass,coraldb_compound_class,exact_mass,database,clusterIndex,refined_origin,compound_class,coraldb_compound_name
x39030_976_8302_15_797,39030,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x22336_766_57485_10_627,22336,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,0.921531,3.74218,Spectral Match to Eicosapentaenoyl PAF C-16 from NIST14,Glycerophospholipids,Glycerophosphocholines,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x39758_886_82419_16_001,39758,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x28474_866_66505_12_86,28474,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,PC(diacyl),PC(42:4)
x37512_768_70614_15_195,37512,Triacylglycerols,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,0.833844,0.1588,Glycerolipid,Triacylglycerols,Triacylglycerols,768.70621,Niarox,115120,Both,Triacylglycerols,TAG(14:0/14:0/16:0) [M+NH4]+
x23292_832_58206_11_235,23292,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x40810_980_86364_16_643,40810,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x34458_888_70616_14_235,34458,Triacylglycerols,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,0.88859,0.137357,Glycerolipid,Triacylglycerols,Triacylglycerols,888.70607,Niarox,108021,Symbiont,Triacylglycerols,TAG(14:0/18:4/22:6) [M+NH4]+
x35046_813_56937_14_394,35046,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x38490_972_80122_15_591,38490,Triacylglycerols,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,0.878168,1.5058,Glycerolipid,Triacylglycerols,Triacylglycerols,972.79973,Niarox,114476,Both,Triacylglycerols,TAG(16:0/22:4/22:6) / 20:5 28:7 [M+NH4]+
x12868_1081_59359_6_388,12868,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x16911_847_53265_8_088,16911,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x2114_310_31018_2_096,2114,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x3353_669_31896_3_036,3353,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x41188_932_86258_16_913,41188,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x20880_804_55004_9_884,20880,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x40613_881_75541_16_535,40613,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x38893_825_69399_15_745,38893,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x37199_796_73571_15_091,37199,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x40001_978_84602_16_241,40001,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x16978_789_47889_8_113,16978,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x39193_927_81646_15_875,39193,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x39157_917_6992_15_844,39157,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x32300_962_72266_13_747,32300,Triacylglycerols,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,0.881294,1.45817,Glycerolipid,Triacylglycerols,Triacylglycerols,962.72133,Niarox,104627,Symbiont,Triacylglycerols,TAG(18:4/20:5/22:6) [M+NH4]+
x41209_883_77291_16_932,41209,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x39513_903_73957_16_006,39513,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x23286_572_50194_11_228,23286,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x35754_595_64942_14_648,35754,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x589_697_34057_1_127,589,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x3446_619_21836_3_078,3446,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x38845_886_81886_15_731,38845,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x31765_656_59464_13_624,31765,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x3518_515_31913_3_097,3518,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x31627_862_67561_13_604,31627,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x38899_912_83585_15_749,38899,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x22052_834_60115_10_469,22052,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x28244_850_66925_12_795,28244,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,PC(alkyl),PC(O-42:5) [M+H]+
x38118_925_72357_15_428,38118,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x27851_840_64871_12_63,27851,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,PC(diacyl),PC(40:3)
x30603_672_59076_13_353,30603,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x22250_574_45991_10_593,22250,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x19619_778_5352_9_231,19619,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x26749_838_63167_12_406,26749,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x33612_916_73694_14_037,33612,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x36672_842_72239_14_928,36672,Triacylglycerols,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,0.758549,0.869115,Glycerolipid,Triacylglycerols,Triacylglycerols,842.72171,Niarox,112226,Both,Triacylglycerols,TAG(16:0/16:1/18:4) / (16:0/16:2/18:3) / 18:1 18:2 20:4 [M+NH4]+
x39316_867_68387_15_92,39316,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x26200_810_63781_12_279,26200,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x40104_930_75845_16_267,40104,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x2009_653_34412_2_032,2009,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x4914_669_64983_3_613,4914,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x31673_813_56883_13_602,31673,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x21528_794_56898_10_227,21528,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,PC(diacyl),PC(37:5)
x40133_856_77677_16_265,40133,Monoalkyldiacylglycerols,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,0.722439,2.13715,Glycerolipid,Monoalkyldiacylglycerols,MADAG,856.77496,Niarox,117200,Host,MADAG,MADAG(O-16:0/16:0/20:5) [M+NH4]+
x36147_892_73635_14_741,36147,Triacylglycerols,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,0.858017,0.410212,Glycerolipid,Triacylglycerols,Triacylglycerols,892.73673,Niarox,110833,Both,Triacylglycerols,TAG(18:1/18:3/18:4) / (16:1/18:2/20:5) [M+NH4]+
x25794_908_69731_12_152,25794,Diacylglyceryl-carboxyhydroxymethylcholines,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,0.983341,0.201503,Betaine Lipid,Diacylglyceryl-carboxyhydroxymethylcholines,DGCC,908.69751900000006,Niarox,93961,Symbiont,DGCC,DGCC(18:0/28:8) [M+H]+
x12067_809_46037_6_06,12067,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x15607_784_58587_7_524,15607,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,0.91612,2.41158,Spectral Match to Arachidonoylthio-PC from NIST14,Organonitrogen compounds,Quaternary ammonium salts,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x39857_825_76917_16_159,39857,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x29070_816_64851_13_019,29070,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x38249_884_80447_15_483,38249,Monoalkyldiacylglycerols,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,0.772286,2.9662,Glycerolipid,Monoalkyldiacylglycerols,MADAG,884.807135,KARP,239368,Host,MADAG,MADAG(O-18:0/16:0/20:5) [M+NH4]+
x15441_837_49074_7_475,15441,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x38890_900_79916_15_741,38890,Triacylglycerols,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,0.767451,1.01635,Glycerolipid,Triacylglycerols,Triacylglycerols,900.8001,Niarox,117881,Both,Triacylglycerols,TAG(16:0/18:0/20:4) [M+NH4]+
x38044_851_78719_15_364,38044,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x12281_1201_86499_6_135,12281,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x23917_560_50173_11_563,23917,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x5507_587_22927_3_682,5507,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x1938_964_06843_1_993,1938,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x28083_910_5568_12_763,28083,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x35337_919_75562_14_494,35337,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x33101_988_73758_13_924,33101,Triacylglycerols,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,0.836449,0.432113,Glycerolipid,Triacylglycerols,Triacylglycerols,988.73721,Niarox,105831,Symbiont,Triacylglycerols,TAG(18:4/22:6/22:6) [M+NH4]+
x14280_811_47598_6_979,14280,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x20570_792_58978_9_731,20570,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,0.926611,0.308029,Spectral Match to Docosahexaenoyl PAF C-16 from NIST14,Glycerophospholipids,Glycerophosphocholines,NA,NA,NA,NA,NA,NA,NA,NA,Host,PC(alkyl),PC(O-38:6) [M+H]+
x20110_766_57549_9_463,20110,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,0.910623,4.53839,Spectral Match to Eicosapentaenoyl PAF C-16 from NIST14,Glycerophospholipids,Glycerophosphocholines,NA,NA,NA,NA,NA,NA,NA,NA,Host,PC(alkyl),PC(O-36:5) [M+H]+
x9215_492_34772_4_963,9215,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x15640_845_59556_7_476,15640,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x1129_699_35631_1_427,1129,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x40546_930_84449_16_516,40546,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x10829_939_74174_5_577,10829,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x40913_933_78737_16_722,40913,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x12379_980_62966_6_169,12379,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x25645_883_68514_12_111,25645,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x16718_813_49101_8_02,16718,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x30851_802_66947_13_424,30851,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,PC(alkyl),PC(O-38:1) [M+H]+
x20241_655_36546_9_555,20241,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x23314_688_39017_11_245,23314,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x2689_428_26328_2_646,2689,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x1502_584_35473_1_669,1502,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x4928_610_57734_3_618,4928,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x31115_871_59985_13_493,31115,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x37622_846_75387_15_254,37622,Triacylglycerols,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,0.814971,0.288325,Glycerolipid,Triacylglycerols,Triacylglycerols,846.75367,Niarox,115847,Both,Triacylglycerols,TAG(16:0/16:0/18:3) [M+NH4]+
x26004_775_54372_12_229,26004,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x13130_835_47583_6_499,13130,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x38345_996_80176_15_513,38345,Triacylglycerols,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,0.890102,1.22462,Glycerolipid,Triacylglycerols,Triacylglycerols,996.80061,Niarox,114135,Both,Triacylglycerols,TAG(18:0/22:6/22:6) [M+NH4]+
x18224_764_55965_8_548,18224,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,PC(alkyl),PC(O-36:6) [M+H]+
x35034_812_67659_14_391,35034,Triacylglycerols,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,0.844466,1.8776,Glycerolipid,Triacylglycerols,Triacylglycerols,812.67506,Niarox,108876,Symbiont,Triacylglycerols,TAG(12:0/14:0/22:6) [M+NH4]+
x8203_343_30156_4_6,8203,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x15985_1041_87854_7_646,15985,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x39096_938_85293_15_82,39096,Monoalkyldiacylglycerols,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,0.835042,1.49524,Glycerolipid,Monoalkyldiacylglycerols,MADAG,938.854335,KARP,240363,Host,MADAG,MADAG(58:6) [M+NH4]+
x27709_886_70733_12_698,27709,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x40656_871_71516_16_557,40656,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x17930_681_49354_8_474,17930,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x20532_655_36493_9_721,20532,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x5665_635_33514_3_808,5665,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x14365_523_37524_7_024,14365,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x33040_836_67646_13_892,33040,Triacylglycerols,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,0.933713,2.04259,Glycerolipid,Triacylglycerols,Triacylglycerols,836.67481,Niarox,105739,Symbiont,Triacylglycerols,TAG(16:0/16:4/18:4) [M+NH4]+
x36387_764_67681_14_807,36387,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x22360_792_59019_10_606,22360,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,0.896892,0.231022,Spectral Match to Docosahexaenoyl PAF C-16 from NIST14,Glycerophospholipids,Glycerophosphocholines,NA,NA,NA,NA,NA,NA,NA,NA,Host,PC(alkyl),PC(O-38:6) [M+H]+
x20915_662_53175_9_914,20915,Unknown,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x38263_908_80627_15_495,38263,Monoalkyldiacylglycerols,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,0.743902,1.14171,Glycerolipid,Monoalkyldiacylglycerols,MADAG,908.807335,KARP,236241,Host,MADAG,MADAG(O-16:0/18:1/22:6) [M+NH4]+
