Feature,XGBoost_Importance,RandomForest_Importance
x14881_838_57298_7_228,0.0,0.0013508230369039022
x20884_784_64489_9_905,0.0,0.0013480247637518553
x5688_735_52998_3_808,0.0,0.0013428533253948274
x15223_835_5813_7_393,0.0,0.0013308882693260217
x21754_887_56104_10_358,0.0,0.0013307005130687552
x1058_570_32058_1_395,0.0,0.00132939634978201
x17689_742_60042_8_369,0.0,0.0013291867063540766
x37175_638_64468_15_089,0.0,0.0013255399717462478
x21162_824_62079_9_977,0.0,0.0013215950715950717
x22745_724_52995_10_9,0.0,0.0013181472755771687
x31875_892_76113_13_67,0.0,0.0013180328735812818
x13632_868_58628_6_66,0.0,0.00131245624232074
x24724_1476_0817_11_822,0.0,0.0013083260441381515
x18860_766_57424_8_835,0.0,0.0013044459566331997
x9444_818_55301_5_075,0.0,0.0012829012649500453
x14255_923_51221_6_967,0.0,0.0012803939170834317
x36405_1000_82931_14_803,0.0,0.0012718695455076468
x34024_1052_88521_14_142,0.0,0.0012695738456901284
x6775_846_51272_4_169,0.0,0.0012680108190919102
x17425_917_56189_8_235,0.0,0.001263877722530034
x11870_758_49741_5_965,0.0,0.0012514878286006335
x18463_676_52136_8_656,0.0,0.0012500467032973354
x26855_916_6781_12_433,0.0,0.0012441330433700583
x17212_826_59805_8_206,0.0,0.001237154442860183
x23621_752_56134_11_435,0.0,0.0012351239492819498
x23354_988_68175_11_256,0.0,0.0012293862759890047
x31894_774_6375_13_625,0.0,0.0012287311236605172
x14670_885_53762_7_156,0.0,0.001214770089325972
x36230_959_79186_14_733,0.0,0.0012144682873753796
x25659_824_64193_12_125,0.0,0.001213700235905386
x31915_1022_84145_13_679,0.0,0.0012133725417734825
x32128_972_83011_13_722,0.0,0.001209568608361156
x18232_398_79576_8_56,0.0,0.0012092110108458808
x24151_840_5744_11_638,0.0,0.001207149976177583
x39192_954_84393_15_891,0.0,0.0012026360672986916
x7335_876_57793_4_378,0.0,0.001201155667374311
x27471_612_57288_12_601,0.0,0.0011954724960303398
x10336_762_52644_5_394,0.0,0.0011953588076531198
x13319_776_50918_6_582,0.0,0.0011899874476972926
x14761_844_59086_7_174,0.0,0.001187024931417884
x25479_764_56112_12_058,0.0,0.0011827145764690891
x11033_902_61252_5_665,0.0,0.0011801641719597575
x27970_1021_74583_12_77,0.0,0.001174097420003448
x25678_690_54333_12_099,0.0,0.0011701729564911048
x2591_532_30313_2_544,0.0,0.0011655146282823503
x20312_722_51201_9_588,0.0,0.0011620298543702319
x20702_748_52853_9_793,0.0,0.001160738150992055
x21044_825_54699_9_889,0.0,0.001158674312912296
x38251_856_77702_15_491,0.0,0.0011561106552131929
x17807_713_55957_8_407,0.0,0.0011498015114893136
x26230_740_56081_12_25,0.0,0.0011477015617945604
x8411_738_45523_4_687,0.0,0.0011447983983194935
x22829_810_60266_10_934,0.0,0.0011434004475823782
x19944_722_51243_9_349,0.0,0.0011422102459224183
x26765_788_55693_12_474,0.0,0.001142012352635612
x37757_1004_86169_15_317,0.0,0.0011406149768745347
x15226_778_52391_7_395,0.0,0.0011369300257630115
x14345_786_56357_6_994,0.0,0.0011348275033906032
x36195_738_66123_14_743,0.0,0.0011331267232879364
x20104_756_61502_9_462,0.0,0.0011313080244107158
x6213_476_40884_3_994,0.0,0.0011272736762113977
x25245_744_59078_11_999,0.0,0.0011268047725491108
x32114_705_68541_13_707,0.0,0.0011230875767301242
x33245_763_7658_13_951,0.0,0.0011204605762184525
x8394_848_52703_4_704,0.0,0.0011184533637274994
x25340_776_55783_11_987,0.0,0.0011184127318459415
x19098_744_61575_8_956,0.0,0.001115281434515596
x17710_866_60616_8_369,0.0,0.0011128928219013106
x40219_982_91573_16_334,0.0,0.0011104280684322186
x29783_972_73523_13_183,0.0,0.0011078449490187262
x10046_682_48263_5_26,0.0,0.0010969536996569107
x18849_788_55545_8_859,0.0,0.0010967220491838177
x10737_788_58208_5_56,0.0,0.0010959939398204096
x15389_926_63079_7_459,0.0,0.0010957097233490639
x9214_756_49903_4_988,0.0,0.0010955350042300281
x19177_764_55802_8_99,0.0,0.0010925292791281844
x2120_556_30281_2_125,0.0,0.0010826674357251233
x26541_1020_73007_12_387,0.0,0.0010722418967225357
x10179_846_58539_5_335,0.0,0.001069696053724927
x21690_956_62235_10_329,0.0,0.001065470875148029
x7839_441_40518_4_493,0.0,0.0010596104709242216
x34811_788_65904_14_288,0.0,0.0010578712739588063
x21129_871_56766_10_007,0.0,0.0010533458701792793
x39329_909_78869_15_924,0.0,0.0010491669511244089
x24678_597_52381_11_822,0.0,0.0010450933333846085
x22205_806_60642_10_546,0.0,0.0010357526611536362
x36534_972_79592_14_886,0.0,0.0010241102080402547
x22472_794_60348_10_693,0.0,0.001018371571205571
x8999_678_51084_4_868,0.0,0.0010176572652267671
x10315_746_49665_5_378,0.0,0.0010147403604606107
x10898_790_58591_5_594,0.0,0.0010130047433277978
x8927_832_5717_4_847,0.0,0.0010117825794101118
x25954_864_64608_12_215,0.0,0.0010020849972180994
x14034_858_62372_6_878,0.0,0.0009945738436291142
x19586_792_59037_9_203,0.0,0.0009907881385388241
x12275_830_5904_6_131,0.0,0.0009833225046850158
x18750_872_61964_8_801,0.0,0.0009779046756481031
x22756_544_50985_10_881,0.0,0.000969924758936042
x38756_850_78656_15_687,0.0,0.0009466337198633462
x37706_594_61788_15_264,0.0,0.0009437316436283149
x19714_740_56044_9_243,0.0,0.0009419549654379557
x21363_900_6484_10_141,0.0,0.0009413006271637263
x16246_641_50332_7_75,0.0,0.0009410316799090246
x31792_1000_75861_13_598,0.0,0.0009346141938500671
x31100_886_40753_13_478,0.0,0.0009304168495895647
x24255_823_63612_11_688,0.0,0.0009248051887373258
x39867_848_80977_16_141,0.0,0.0009220224838013388
x26029_853_6779_12_241,0.0,0.0009196289096571567
x16386_860_54411_7_906,0.0,0.0009068339147116092
x23243_786_66159_11_187,0.0,0.0009067798354219795
x23780_894_47122_11_528,0.0,0.0009048519469636318
x8119_754_52307_4_568,0.0,0.0008951324634980056
x6802_890_58865_4_175,0.0,0.0008545577209506464
x18276_502_46225_8_56,0.0,0.0008149903990830171
x21617_758_62964_10_267,0.0,0.0008149397029827308
x13962_884_64296_6_843,0.0,0.0008138186100324742
x39932_877_80255_16_179,0.0,0.000806470391245474
x33256_850_76314_13_964,0.0,0.0008057079970682062
x10500_854_55176_5_446,0.0,0.0008054189310584931
x9364_802_56077_5_022,0.0,0.0008004374329627508
x30638_808_72036_13_38,0.0,0.000790083605479832
x10830_774_52456_5_571,0.0,0.0007610573258790777
x30792_695_59971_13_425,0.0,0.0007450947215859478
x24350_964_67925_11_703,0.0,0.000744752878224111
x13253_906_64455_6_552,0.0,0.0007432377377539199
x24065_866_58825_11_621,0.0,0.0007430294954144859
x35239_996_33216_14_453,0.0,0.0007259055222562841
x24668_738_54345_11_82,0.0,0.0007031504330718575
x18562_816_58706_8_686,0.0,0.0006890663165099102
x22253_736_58558_10_586,0.0,0.0006854278606271115
x37379_953_75321_15_179,0.0006840349,0.0
x18641_756_61444_8_766,0.0,0.000683806490921794
x39470_925_80361_15_957,0.0,0.0006676406276171716
x26777_724_66274_12_389,0.0,0.0006640666928742542
x8757_856_49525_4_804,0.0,0.0006626652913599695
x11352_800_53472_5_728,0.0,0.0006349051743908499
x9154_736_47777_4_951,0.0,0.000608643318226874
x37234_622_65055_15_121,0.0,0.0006027392337433624
x25487_876_57248_12_044,0.0,0.0005697760282603963
x37059_994_7846_15_039,0.0,0.0005494302042407511
x20056_794_5933_9_473,0.0,0.0005477116833687846
x39866_904_82358_16_217,0.0,0.0005443827503485225
x1687_299_20062_1_795,0.0,0.0005302055035868922
x36867_1280_35364_14_966,0.0,0.0005271798012984067
x26663_688_56511_12_423,0.0,0.0005247381014148278
x4177_524_37207_3_374,0.00047435853,0.0
x20689_574_48114_9_799,0.0,0.00046461669413228534
x38818_845_69915_15_711,0.0,0.0004625270058197814
x10566_488_483_5_458,0.0,0.00045657610657526943
x36199_1203_33583_14_735,0.0,0.00044615906234498135
x3157_572_33071_2_936,0.0,0.00044565402077006544
x29986_693_5818_13_216,0.0,0.00042756422416787834
x7492_670_44362_4_416,0.0,0.00041472174101955415
x18134_728_58398_8_541,0.0,0.0004145151589468847
x25082_782_61441_11_938,0.0,0.0004027757894023517
x20390_722_56991_9_626,0.0,0.0003951060586870739
x2119_330_26433_2_135,0.0,0.00038970128177930833
x38403_896_80637_15_573,0.0,0.0003845648582896276
x38088_923_78667_15_372,0.0,0.0003787602480088383
x2444_534_3559_2_447,0.0,0.0003700357574761882
x16232_918_59908_7_779,0.0,0.00036967977848660746
x28230_603_53511_12_787,0.0,0.0003555911126170694
x39509_1014_85107_15_982,0.0,0.000350086640626902
x38169_853_72571_15_458,0.0,0.00034667221754685056
x40179_930_88443_16_337,0.0,0.0003443416801701703
x35712_870_75197_14_635,0.0,0.00034293510720220186
x27790_843_70444_12_67,0.0,0.00034124420934018
x1665_478_33003_1_765,0.0,0.0003347264435461947
x5433_966_57897_3_736,0.0,0.00032995055586460404
x9949_666_47192_5_235,0.0,0.0003236462531471624
x9754_397_34673_5_17,0.0,0.00032242133467576956
x37957_864_79843_15_408,0.0,0.0003221360104701836
x25267_1016_71124_11_983,0.0,0.0003212326594516974
x5760_576_40435_3_824,0.0,0.0003210455398582555
x22455_703_51291_10_688,0.0,0.00031630196099512826
x12265_598_50459_6_064,0.0,0.0003143812011414115
x9153_529_3883_4_942,0.0,0.0003115802292038183
x21619_864_57605_10_279,0.0,0.0002992967847501601
x36484_606_65573_14_84,0.0,0.0002956142292402754
x39047_966_846_15_803,0.0,0.0002953497305760204
x38823_908_86288_15_716,0.0,0.00029076248676107076
x25731_892_52435_12_116,0.0,0.0002813541090973747
x35607_939_68261_14_562,0.0,0.0002808496460648955
x36672_842_72239_14_928,0.0,0.0002763526384712
x33054_712_6457_13_911,0.0,0.0002723837486706759
x37369_956_79766_15_15,0.0,0.000270933763585297
x38005_843_68407_15_384,0.0,0.0002704820897542908
x15168_822_48698_7_378,0.0,0.0002673127336445018
x11099_576_43573_5_661,0.0,0.0002565646693082924
x5239_544_37607_3_691,0.0,0.00025639205683576204
x35372_1130_31686_14_482,0.0,0.0002557698960379955
x8325_732_4819_4_655,0.0,0.00025504023932637556
x30189_740_64151_13_291,0.0,0.0002456106069249944
x21446_384_78046_10_178,0.0,0.00024325233610995365
x29744_802_66453_13_159,0.0,0.0002382571194242351
x17757_391_78842_8_394,0.0,0.00023228051769634347
x21966_795_59863_10_387,0.0,0.00023027502113201235
x3209_438_29793_2_975,0.0,0.00022511712615723081
x27521_581_63539_12_613,0.0,0.00022392169946489204
x21713_956_73934_10_324,0.0,0.00021747037807529591
x39396_878_81821_15_961,0.0,0.000216622052313476
x19662_682_59798_9_245,0.0,0.00021437048080525417
x11101_586_42154_5_675,0.0,0.0002140238516485859
x26460_608_56139_12_348,0.0,0.00021232201567088406
x37439_898_783_15_154,0.0,0.00020849129530899543
x39476_1324_42892_15_993,0.0,0.00020424152832385398
x32442_637_69821_13_806,0.0,0.00020346357000195522
x3600_536_37626_3_142,0.00016779521,3.2306859315229026e-05
x15599_566_51506_7_511,0.0,0.00019959871465486827
x38731_676_73455_15_714,0.0,0.00019696719106772982
x6230_466_32962_3_999,0.0,0.00019592020483133747
x23455_766_57488_11_361,0.0,0.0001940686687721357
x17164_786_53843_8_216,0.0,0.00019131551342820653
x40811_973_76232_16_659,0.0,0.0001850292462833312
x1534_305_24788_1_69,0.0,0.0001816584059340115
x31546_721_61468_13_603,0.0,0.0001752898255019422
x2317_345_24259_2_292,0.0,0.00017510156361790998
x17175_520_50882_8_19,0.0,0.00017106720224937838
x13718_706_58502_6_732,0.0,0.00016685062849996078
x21150_856_58096_10,0.0,0.00016368014361774409
x1737_351_25285_1_844,0.0,0.00016111038721569612
x3905_518_35796_3_323,0.0,0.0001576936573346179
x37660_860_76902_15_271,0.0,0.0001572022061147983
x31622_704_61782_13_598,0.0,0.0001570935123866192
x23559_809_62244_11_448,0.0,0.00015402484390473792
x12725_860_60098_6_248,0.0,0.00015376120708440318
x28984_794_65144_12_988,0.0,0.00015147570222034503
x27910_716_55909_12_685,0.0,0.0001505393276266038
x31140_658_61382_13_483,0.0,0.00014729663737489727
x27242_802_63439_12_562,0.0,0.0001472436137406848
