metabolite,ubiquity_percent,n_samples_present,total_samples,avg_intensity_overall,max_intensity
x32732_782_66775_13_836,38.028169014084504,216,568,15675.818818133808,636392.44
x33005_676_6236_13_889,38.028169014084504,216,568,38667.67405281695,1735416.4
x34961_921_68389_14_395,38.028169014084504,216,568,11352.84381584509,136271.53
x35515_878_74261_14_511,38.028169014084504,216,568,45571.07198098589,1929192
x35948_614_62111_14_661,38.028169014084504,216,568,27269.26641778169,278584.97
x35953_679_74538_14_663,38.028169014084504,216,568,35320.89208626766,192512.95
x36009_468_51401_14_687,38.028169014084504,216,568,25537.19742253521,2076546.8
x36364_978_83272_14_794,38.028169014084504,216,568,9284.124029929595,193774.31
x36802_532_54586_14_943,38.028169014084504,216,568,51122.94191461273,280206.34
x37142_810_75243_15_128,38.028169014084504,216,568,19283.148802992997,264673.62
x37615_888_80012_15_263,38.028169014084504,216,568,62602.216469894134,939437.8
x38076_524_57675_15_407,38.028169014084504,216,568,43601.17725000011,197148.56
x38359_662_71853_15_518,38.028169014084504,216,568,14838.468817781712,291994.28
x38725_916_833_15_704,38.028169014084504,216,568,46285.316356866235,821685.44
x39897_835_71116_16_176,38.028169014084504,216,568,8930.520511443663,111700.27
x40013_880_83367_16_227,38.028169014084504,216,568,30271.623433450655,579330.94
x40540_837_72767_16_481,38.028169014084504,216,568,16780.78467200706,314299.47
x4093_441_33752_3_367,38.028169014084504,216,568,10898.085305633813,447025.34
x4315_456_30887_3_421,38.028169014084504,216,568,27192.309159683107,701902.94
x6029_422_30395_3_928,38.028169014084504,216,568,49823.62665387321,2455994
x6344_668_48796_4_038,38.028169014084504,216,568,13788.687749823943,688344.8
x6649_423_32596_4_156,38.028169014084504,216,568,11678.317098415506,580481.3
x6949_898_60647_4_241,38.028169014084504,216,568,15131.192177288742,970901.56
x923_522_25961_1_33,38.028169014084504,216,568,20131.920270070426,373217.5
x947_365_13631_1_336,38.028169014084504,216,568,20232.68071566905,5140044
x9715_686_53675_5_13,38.028169014084504,216,568,12264.00953838027,447370.03
x9936_377_30438_5_226,38.028169014084504,216,568,59955.75157658451,15401270
x10179_846_58539_5_335,37.852112676056336,215,568,33551.370616725384,804882.1
x11414_652_49178_5_767,37.852112676056336,215,568,10758.466278521135,375802.44
x15786_708_52003_7_583,37.852112676056336,215,568,14095.41896073944,691983.8
x19203_862_55614_9_034,37.852112676056336,215,568,66313.18383626759,1378563.1
x19458_749_51851_9_179,37.852112676056336,215,568,12123.868828345067,405399.34
x20714_830_62586_9_769,37.852112676056336,215,568,13974.4718600352,371115.97
x21486_828_63245_10_207,37.852112676056336,215,568,43998.20070070429,966168.7
x22205_806_60642_10_546,37.852112676056336,215,568,495072.8712920754,8761143
x22292_1126_01381_10_606,37.852112676056336,215,568,21997.770701584548,478009.22
x22457_718_57608_10_723,37.852112676056336,215,568,109978.41794806355,8927227
x23030_855_5221_11_08,37.852112676056336,215,568,71685.26343591568,2029728.6
x23098_776_61767_11_125,37.852112676056336,215,568,50705.829172006874,5978115
x2359_393_23963_2_35,37.852112676056336,215,568,30299.660687499967,1099720.4
x26484_556_52999_12_338,37.852112676056336,215,568,38004.7522080985,2459663.5
x26941_752_62016_12_465,37.852112676056336,215,568,19704.12795616192,752437.1
x29887_1004_784_13_245,37.852112676056336,215,568,16075.794543309843,1045421.1
x32018_971_77166_13_689,37.852112676056336,215,568,15688.96170739433,574012.4
x32457_1072_14694_13_781,37.852112676056336,215,568,79619.96368098573,958087.2
x33442_1021_71666_14_058,37.852112676056336,215,568,9072.382002640843,105917.69
x34031_762_66149_14_199,37.852112676056336,215,568,29931.426895598554,1682686.9
x34260_1418_44104_14_2,37.852112676056336,215,568,12356.511260563351,83247.28
x34271_826_69139_14_177,37.852112676056336,215,568,9960.87889788732,170448.94
x34467_608_64468_14_253,37.852112676056336,215,568,21327.53338556334,150173.95
x35073_883_69798_14_381,37.852112676056336,215,568,19703.394191197214,585205.3
x35729_899_70687_14_622,37.852112676056336,215,568,40880.21654489429,550554.5
x36296_901_72258_14_796,37.852112676056336,215,568,35142.25344630281,1150218.5
x36692_834_75364_14_93,37.852112676056336,215,568,55358.8760132041,669246.75
x37424_904_77147_15_162,37.852112676056336,215,568,21141.331728345078,512832.28
x38237_1080_89307_15_492,37.852112676056336,215,568,16276.228545598564,573592.9
x38245_852_79386_15_414,37.852112676056336,215,568,56158.99780897919,1742055.6
x4462_846_65095_3_463,37.852112676056336,215,568,29653.058430457826,598805.25
x4535_784_47224_3_483,37.852112676056336,215,568,20076.554232394392,532891.2
x5607_470_36184_3_794,37.852112676056336,215,568,35536.903487500065,2446953.2
x8076_397_311_4_513,37.852112676056336,215,568,14059.60887922537,1800129.8
x10305_794_57741_5_386,37.67605633802817,214,568,20218.721744542236,612616.94
x10752_760_51189_5_538,37.67605633802817,214,568,61474.26906883815,1996485.5
x11168_816_5775_5_654,37.67605633802817,214,568,33163.73544348592,817741.6
x12460_964_59895_6_219,37.67605633802817,214,568,22583.53174771126,949157.56
x13257_591_44036_6_56,37.67605633802817,214,568,32018.859048591516,1188616.5
x17201_546_4892_8_208,37.67605633802817,214,568,8717.773132394359,220271.28
x20554_760_49024_9_737,37.67605633802817,214,568,20547.98354313386,521506.97
x22151_814_63146_10_534,37.67605633802817,214,568,16033.495026232396,333066.4
x24917_862_5578_11_831,37.67605633802817,214,568,8506.878609683086,136746.45
x29083_660_58993_13_016,37.67605633802817,214,568,16947.93964489434,396626.6
x30428_860_67224_13_334,37.67605633802817,214,568,20506.347586971857,430945.7
x30826_764_64428_13_399,37.67605633802817,214,568,11936.699909154937,642818.8
x31201_758_60624_13_486,37.67605633802817,214,568,23802.432236619756,1158033.4
x31721_710_63037_13_634,37.67605633802817,214,568,9636.260683978864,238224.19
x32448_594_63039_13_782,37.67605633802817,214,568,13566.41892095074,97282.82
x32468_1057_8221_13_792,37.67605633802817,214,568,12786.343095246482,295190.25
x33169_960_75512_13_891,37.67605633802817,214,568,15178.20327341546,761348.94
x34073_858_72003_14_113,37.67605633802817,214,568,7963.858461091561,150550.55
x34612_846_73305_14_285,37.67605633802817,214,568,11835.876806866218,235902.84
x34980_910_74686_14_372,37.67605633802817,214,568,21451.047091549317,504184.4
x35928_1100_17773_14_654,37.67605633802817,214,568,13259.140473591542,98513.01
x37194_604_63974_15_115,37.67605633802817,214,568,13764.275914084514,634701.3
x37463_919_71265_15_198,37.67605633802817,214,568,11670.055532746475,199100.06
x37736_547_47217_15_266,37.67605633802817,214,568,24438.18930440139,548130.7
x38004_1254_34891_15_383,37.67605633802817,214,568,23796.078317253432,269879.56
x38250_931_7718_15_504,37.67605633802817,214,568,50591.50829595056,518232.78
x38761_934_88005_15_689,37.67605633802817,214,568,35310.1923890845,480018.03
x41370_1032_89683_16_975,37.67605633802817,214,568,10064.628013732401,319487.5
x5777_814_56781_3_851,37.67605633802817,214,568,14867.22264559858,303180.94
x596_482_36943_1_132,37.67605633802817,214,568,35230.70607852104,653276.5
x665_318_24145_1_156,37.67605633802817,214,568,7704.315344718316,205855.48
x6980_407_33261_4_263,37.67605633802817,214,568,11551.220720246482,403935.22
x7065_569_434_4_328,37.67605633802817,214,568,23776.154459859117,1441226.1
x7447_975_56374_4_405,37.67605633802817,214,568,11484.97063732395,213305.77
x10053_565_40579_5_297,37.5,213,568,18802.12969225347,747202.8
x11584_702_56836_5_923,37.5,213,568,10881.09626602113,203155.36
x13070_930_61457_6_483,37.5,213,568,8886.148990669008,124800.6
x14827_530_45778_7_22,37.5,213,568,44901.11087429575,1278843.8
x16700_768_55931_8_011,37.5,213,568,8033.893935739442,283284.6
x17010_651_48357_8_114,37.5,213,568,66224.64701003507,914989.4
x17511_698_59312_8_336,37.5,213,568,11457.786468485918,206360.34
x17662_567_4789_8_357,37.5,213,568,19073.433128697176,2273381
x17703_626_53519_8_34,37.5,213,568,22335.11666478874,809154.25
x181_549_26674_0_826,37.5,213,568,38194.54571830996,1201402.5
x18668_746_56938_8_739,37.5,213,568,22567.590094542276,386952.2
x20440_824_59991_9_655,37.5,213,568,22890.74683855639,463207.1
x20578_690_54236_9_754,37.5,213,568,69625.37366109173,4242724
x21030_1453_10938_9_956,37.5,213,568,38787.455291197155,577170.5
x21772_720_55338_10_344,37.5,213,568,80552.50227711242,2927703.2
x22247_804_59028_10_552,37.5,213,568,90422.38993749992,2953966.2
x23903_639_64054_11_565,37.5,213,568,15507.296978168968,287210.22
x25022_888_64828_11_936,37.5,213,568,30910.71984964786,937769.56
x25050_590_49383_11_927,37.5,213,568,22673.532587852067,722542.5
x25671_730_53806_12_094,37.5,213,568,57500.61692200704,1057526.6
x26393_922_71099_12_352,37.5,213,568,10998.302063556326,235503.6
x2850_600_36669_2_739,37.5,213,568,12600.676176232393,479533.62
x29407_669_54262_13_128,37.5,213,568,12159.466536443653,391675.06
x29955_994_76968_13_225,37.5,213,568,12692.45909014084,376425.53
x30525_893_72694_13_351,37.5,213,568,21721.267345070446,1531375
x31113_957_71227_13_486,37.5,213,568,16642.521250352107,502624.97
x31771_907_61993_13_627,37.5,213,568,13213.546118133836,155072.47
x3195_659_42927_2_964,37.5,213,568,295520.7578582737,24641928
x32285_881_68475_13_741,37.5,213,568,13799.009126056324,558634.6
x32310_983_6514_13_75,37.5,213,568,16230.556887323937,340589.03
x34262_1036_85612_14_237,37.5,213,568,12187.993915316903,501686.2
x34396_947_70421_14_289,37.5,213,568,24609.407517605694,366525.06
x35282_880_72085_14_495,37.5,213,568,425270.35705246526,7081752
x35861_916_79925_14_637,37.5,213,568,17423.426135739435,503334.94
x37314_988_85183_15_113,37.5,213,568,20957.167237324036,509704.7
x37949_838_78232_15_389,37.5,213,568,20915.2854811619,369294.03
x38018_1255_35198_15_384,37.5,213,568,22250.218937323818,256257.56
x38022_1212_30251_15_389,37.5,213,568,32901.67496883794,269301.12
x39048_892_83307_15_795,37.5,213,568,110811.04955123202,2071590.8
x40655_1025_79072_16_534,37.5,213,568,5071.29641566901,69686.83
x41286_918_85515_16_94,37.5,213,568,10832.50404436619,242320.28
x41763_970_91598_17_664,37.5,213,568,19640.488920774646,365386.75
x710_331_26295_1_197,37.5,213,568,28290.748242781738,641801.7
x7192_490_42673_4_317,37.5,213,568,19539.475840140763,296809.8
x7282_449_30357_4_385,37.5,213,568,16570.890079049295,900289.44
x9898_824_58425_5_205,37.5,213,568,9737.351578697188,193383.78
x10070_751_57588_5_291,37.32394366197183,212,568,23201.557267253567,986290.9
x15320_738_54407_7_452,37.32394366197183,212,568,96232.31505052838,2522235.8
x16386_860_54411_7_906,37.32394366197183,212,568,40404.89852183093,1312187.1
x19050_798_53914_8_955,37.32394366197183,212,568,13143.855600176066,433670.53
x20467_770_57119_9_646,37.32394366197183,212,568,49848.93037816909,1199252.2
x20651_826_67228_9_782,37.32394366197183,212,568,11286.506029577464,200685.52
x21925_694_5985_10_379,37.32394366197183,212,568,13146.307376584513,1597824.5
x23339_772_5233_11_233,37.32394366197183,212,568,47713.01751355629,467687.12
x24849_696_55493_11_814,37.32394366197183,212,568,17055.200225528137,656166.94
x25105_538_51891_11_96,37.32394366197183,212,568,7558.925339260557,313640.22
x26852_716_56014_12_491,37.32394366197183,212,568,368288.38937746553,24597854
x27415_938_70892_12_567,37.32394366197183,212,568,20194.840001760593,879258.56
x27449_867_66698_12_59,37.32394366197183,212,568,85466.77993151388,2010723.9
x28118_642_58266_12_719,37.32394366197183,212,568,10109.336719366209,608815.1
x30880_782_66836_13_39,37.32394366197183,212,568,13980.676070598622,339976.12
x31432_942_77527_13_534,37.32394366197183,212,568,19172.902124999993,436958.56
x31859_596_54097_13_659,37.32394366197183,212,568,14454.477964788726,254975.4
x32838_907_62165_13_861,37.32394366197183,212,568,12694.725992781698,140103.12
x33454_740_6576_14_035,37.32394366197183,212,568,28882.52246742952,554649.56
x34171_573_52506_14_178,37.32394366197183,212,568,31378.548259507104,1013028.5
x34713_905_53521_14_312,37.32394366197183,212,568,23873.159102816837,973519.56
x34782_766_69075_14_311,37.32394366197183,212,568,30066.728029929505,911182.5
x35069_935_65059_14_404,37.32394366197183,212,568,12330.444929049276,153780.52
x36178_949_72108_14_743,37.32394366197183,212,568,30057.592223767693,792388.25
x36202_882_77555_14_74,37.32394366197183,212,568,67327.86158767625,3034238.5
x36446_802_69231_14_893,37.32394366197183,212,568,8066.950584507023,487231.25
x36559_975_73178_14_857,37.32394366197183,212,568,21066.044598767625,435037.25
x36945_1038_84962_14_999,37.32394366197183,212,568,11573.251014084493,439316.7
x3780_552_40461_3_21,37.32394366197183,212,568,12080.872847359153,355935.75
x37987_968_82713_15_372,37.32394366197183,212,568,16980.942047711247,341119.5
x38716_897_7292_15_669,37.32394366197183,212,568,14322.525455633804,166146.44
x40766_965_87207_16_693,37.32394366197183,212,568,12532.485305457729,331651.3
x40790_992_86694_16_638,37.32394366197183,212,568,12072.58704559859,217279.39
x4602_652_38355_3_51,37.32394366197183,212,568,20989.39710897884,5704829.5
x4972_585_28897_3_634,37.32394366197183,212,568,50508.755385387165,2395222.8
x7125_788_54568_4_306,37.32394366197183,212,568,14514.712725880267,323449.94
x819_692_41788_1_286,37.32394366197183,212,568,27654.115052464764,902527.44
x9541_813_51063_5_099,37.32394366197183,212,568,10404.138124823949,255956.95
x11908_814_55886_5_985,37.147887323943664,211,568,10622.637060387337,549020.9
x13056_742_50177_6_462,37.147887323943664,211,568,92707.61820616195,3540710.5
x14027_607_43605_6_848,37.147887323943664,211,568,23711.794249119703,587581.9
x16553_716_58463_7_976,37.147887323943664,211,568,60082.71066091538,1260173.1
x18069_886_55441_8_559,37.147887323943664,211,568,25734.896298591473,276508.7
x18542_813_49285_8_7,37.147887323943664,211,568,14867.322260035216,465016.16
x18581_721_52677_8_728,37.147887323943664,211,568,189037.91295545807,24318398
x18917_959_67437_8_875,37.147887323943664,211,568,9946.916581161968,207003.2
x20382_651_4384_9_61,37.147887323943664,211,568,7133.561191549301,174515.23
x2106_291_23163_2_104,37.147887323943664,211,568,22238.789334859135,1518130.6
x21254_736_52863_10_077,37.147887323943664,211,568,56370.54833996477,3277094.5
x22549_762_61667_10_693,37.147887323943664,211,568,50397.556300000055,987047.56
x2303_550_31668_2_294,37.147887323943664,211,568,8603.6491528169,710960.8
x2307_386_28999_2_302,37.147887323943664,211,568,24384.850472535243,612782.3
x25644_826_59313_12_084,37.147887323943664,211,568,656755.8313202471,38957390
x2571_389_30501_2_504,37.147887323943664,211,568,16305.496675176048,587741.44
x27923_717_54504_12_695,37.147887323943664,211,568,12159.919753697164,218507.7
x28199_630_54997_12_788,37.147887323943664,211,568,59609.280039788544,4476450.5
x29724_764_65412_13_209,37.147887323943664,211,568,47164.97647200701,1352142.8
x30248_698_60801_13_268,37.147887323943664,211,568,19258.44666408448,830203.94
x30746_720_5922_13_406,37.147887323943664,211,568,12921.499780809821,451327.53
x32131_736_62589_13_688,37.147887323943664,211,568,17394.03899137326,309360.1
x32210_744_65026_13_736,37.147887323943664,211,568,16290.83080211266,424384.22
x32478_1014_7525_13_799,37.147887323943664,211,568,26120.724720950617,896628.4
x32483_581_63498_13_792,37.147887323943664,211,568,23059.476913204144,162246.48
x32977_683_59988_13_847,37.147887323943664,211,568,6432.814693838019,211390.03
x33145_967_48024_13_93,37.147887323943664,211,568,80577.99541373257,3809653
x33775_907_69698_14_072,37.147887323943664,211,568,24547.140974471804,892491.6
x34526_962_77844_14_202,37.147887323943664,211,568,15359.995845774649,319664.1
x35196_949_69054_14_378,37.147887323943664,211,568,9897.07635809862,262747.38
x35752_911_73388_14_58,37.147887323943664,211,568,20327.148374823995,477201.66
x35957_1184_27148_14_665,37.147887323943664,211,568,59823.723186619805,715188.1
x36149_521_45726_14_729,37.147887323943664,211,568,7688.357425880288,125784.75
x3672_339_28921_3_173,37.147887323943664,211,568,13988.662272711257,546447.1
x38005_843_68407_15_384,37.147887323943664,211,568,15365.145608274674,200495.62
x38823_908_86288_15_716,37.147887323943664,211,568,15484.354630633778,205762.33
x3905_518_35796_3_323,37.147887323943664,211,568,59756.90086373217,1824026.5
x39461_908_85864_15_989,37.147887323943664,211,568,39243.04779436616,404590.38
x39482_719_77858_15_996,37.147887323943664,211,568,9486.44375985919,95777.26
x39958_563_53941_16_215,37.147887323943664,211,568,11075.170457394379,174799.73
x40118_934_88021_16_203,37.147887323943664,211,568,69190.14465809845,1401200.6
x40499_936_89559_16_505,37.147887323943664,211,568,11526.875848591615,352681.94
x420_718_39977_1_04,37.147887323943664,211,568,21679.33678785212,465499.03
x4822_1135_47121_3_582,37.147887323943664,211,568,41474.40977834505,674797.44
x6380_995_53179_4_066,37.147887323943664,211,568,10583.752507570416,329153.9
x6457_805_4504_4_072,37.147887323943664,211,568,13887.575860035227,614610.3
x955_362_26961_1_331,37.147887323943664,211,568,37723.01610369717,3665740
x9922_518_36216_5_219,37.147887323943664,211,568,18115.848880633832,1759426.2
x1097_470_34748_1_429,36.971830985915496,210,568,23001.052727816877,711268.4
x11096_660_52009_5_652,36.971830985915496,210,568,9154.778018661964,170324.3
x13537_752_52315_6_662,36.971830985915496,210,568,45119.164579929464,1275162.1
x13603_835_4763_6_68,36.971830985915496,210,568,6985.186688380277,290797.72
x13891_688_55358_6_807,36.971830985915496,210,568,28625.720414788775,888322.5
x14761_844_59086_7_174,36.971830985915496,210,568,120096.50175510554,2863076.2
x18844_646_50644_8_824,36.971830985915496,210,568,49541.43472059869,2052195.1
x19061_903_56161_8_9,36.971830985915496,210,568,9538.872690316904,196445.5
x19521_654_56493_9_176,36.971830985915496,210,568,9201.181082218296,498637.6
x20319_696_61285_9_598,36.971830985915496,210,568,14584.393346654924,361801.28
x21197_778_62267_10_039,36.971830985915496,210,568,17053.42470475353,1384347.9
x21206_842_66559_10_035,36.971830985915496,210,568,18769.804080633774,293832.53
x21256_786_62635_10_07,36.971830985915496,210,568,116209.8467758799,23346208
x23312_584_50568_11_252,36.971830985915496,210,568,33546.16645880278,1883389.9
x24024_493_46178_11_596,36.971830985915496,210,568,24914.307226584606,1824621.6
x24178_846_6373_11_63,36.971830985915496,210,568,79299.78348415508,2402560
x24531_746_56865_11_785,36.971830985915496,210,568,40363.98912992958,1052208.9
x247_905_50496_0_899,36.971830985915496,210,568,8744.817392781704,127332.71
x26345_965_60847_12_317,36.971830985915496,210,568,9662.643507922538,216740.05
x28534_992_75235_12_864,36.971830985915496,210,568,10997.51627095072,435759.12
x30895_994_77104_13_429,36.971830985915496,210,568,14074.308368838081,654885.8
x31371_846_71989_13_541,36.971830985915496,210,568,9660.67175545774,270879.16
x31699_604_6038_13_613,36.971830985915496,210,568,64370.93847499991,8347406
x31789_746_60801_13_58,36.971830985915496,210,568,17259.844255633856,899460.75
x31975_758_63136_13_67,36.971830985915496,210,568,24268.101354049224,581032.06
x32323_957_71244_13_72,36.971830985915496,210,568,23504.306514260632,607080.8
x3252_597_43167_3_024,36.971830985915496,210,568,82322.35434366192,2130773.2
x34591_859_70395_14_284,36.971830985915496,210,568,16186.016669190141,299435.03
x3555_522_37805_3_119,36.971830985915496,210,568,23698.67219260567,1293401.9
x37113_836_76691_15_087,36.971830985915496,210,568,18754.37284841549,323545.12
x37129_876_79548_15_054,36.971830985915496,210,568,38862.01841478888,552055.1
x37598_813_69545_15_233,36.971830985915496,210,568,24309.900683274715,204019.88
x37856_982_78605_15_327,36.971830985915496,210,568,11388.48016461268,187818.4
x40859_1036_92569_16_687,36.971830985915496,210,568,8345.841267077456,117342.336
x41418_942_88089_17_146,36.971830985915496,210,568,27415.939685387246,873087.5
x41731_960_89796_17_579,36.971830985915496,210,568,24625.44225123237,915297.4
x41764_942_88694_17_664,36.971830985915496,210,568,16631.355561971854,296101.66
x12308_776_52253_6_137,36.79577464788733,209,568,11767.261601232407,264546.34
x1395_382_29498_1_599,36.79577464788733,209,568,25719.233810563383,1583826.1
x15023_609_45216_7_308,36.79577464788733,209,568,17520.635495246515,685312
x15230_812_58106_7_4,36.79577464788733,209,568,82795.0208288734,3033311.2
x17485_657_57644_8_265,36.79577464788733,209,568,7210.031210035215,155281.27
x18337_838_55722_8_582,36.79577464788733,209,568,15952.492907922551,414527.5
x18572_536_46789_8_72,36.79577464788733,209,568,17607.372511619724,551916.8
x18602_818_57_8_719,36.79577464788733,209,568,205022.84384471792,3257342.2
x19964_858_59828_9_408,36.79577464788733,209,568,16654.730576408427,356746.06
x21621_802_56702_10_277,36.79577464788733,209,568,154444.9928892604,2332607
x21776_627_53498_10_337,36.79577464788733,209,568,27378.702188204315,438759.2
x22063_746_57144_10_451,36.79577464788733,209,568,858173.8069288739,122121600
x23128_557_45475_11_139,36.79577464788733,209,568,22212.879110211303,1331558.1
x23470_1488_16872_11_347,36.79577464788733,209,568,29315.18360669012,769333.3
x23752_952_56404_11_497,36.79577464788733,209,568,5822.593791901407,67154.31
x25123_575_5214_11_974,36.79577464788733,209,568,11953.119159154925,273956.03
x27471_612_57288_12_601,36.79577464788733,209,568,25834.27603890848,457305
x28401_683_59704_12_848,36.79577464788733,209,568,19432.207436619687,810849.3
x29475_782_65544_13_097,36.79577464788733,209,568,10809.637701936645,941799.94
x31495_430_37804_13_553,36.79577464788733,209,568,11894.55231478874,364366.47
x32575_786_65214_13_824,36.79577464788733,209,568,14460.478374119723,263753.2
x34022_1006_80063_14_09,36.79577464788733,209,568,21463.202353345037,741916.4
x34905_1047_73548_14_352,36.79577464788733,209,568,12868.992600352129,324887.12
x3522_621_22833_3_112,36.79577464788733,209,568,12210.433814788741,393304.1
x35700_914_72082_14_575,36.79577464788733,209,568,50240.6595639085,1808759.9
x36088_800_71605_14_697,36.79577464788733,209,568,13914.838052112695,772468.06
x40011_885_79129_16_255,36.79577464788733,209,568,13689.006301936599,188960.25
x40752_1084_92136_16_562,36.79577464788733,209,568,7243.361044718298,95123.25
x4085_536_37255_3_293,36.79577464788733,209,568,83036.843000352,7856323.5
x41610_1008_89778_17_358,36.79577464788733,209,568,14618.970447183086,346033.66
x435_423_25287_1_042,36.79577464788733,209,568,15021.025896830997,346736.28
x5202_317_24769_3_694,36.79577464788733,209,568,16991.342329049297,2144258.2
x6848_744_48068_4_191,36.79577464788733,209,568,32494.925429753443,1498480.5
x7377_851_48752_4_401,36.79577464788733,209,568,15129.032918838007,1216437.2
x7584_756_47918_4_432,36.79577464788733,209,568,65858.75531214781,1782429.9
x9153_529_3883_4_942,36.79577464788733,209,568,7966.478272359163,177773.27
x10500_854_55176_5_446,36.61971830985916,208,568,12687.15409366197,284343.06
x14238_901_53038_6_959,36.61971830985916,208,568,91266.15861637317,4535173.5
x14896_858_5384_7_219,36.61971830985916,208,568,40431.088116373234,3926691
x162_351_21573_0_861,36.61971830985916,208,568,24251.536735035188,2735924.2
x16720_753_4541_8_021,36.61971830985916,208,568,8899.072974119723,86506.805
x17444_578_51507_8_301,36.61971830985916,208,568,9598.067299823933,465271.03
x17604_523_43618_8_346,36.61971830985916,208,568,22297.152023943672,602658.9
x20536_624_557_9_723,36.61971830985916,208,568,13765.3422885563,471941.25
x20705_801_60764_9_801,36.61971830985916,208,568,41682.68287605642,969528.7
x23791_834_60323_11_449,36.61971830985916,208,568,21806.73685897888,762587.8
x25757_592_56696_12_169,36.61971830985916,208,568,7803.866229753528,429010.1
x27863_760_52191_12_686,36.61971830985916,208,568,10341.70377165492,110056.84
x28407_944_70711_12_833,36.61971830985916,208,568,46462.712484859236,930911.44
x29569_718_57575_13_098,36.61971830985916,208,568,16661.39576038731,386643.6
x30447_624_63057_13_305,36.61971830985916,208,568,10219.52586285212,535783.56
x30581_906_73641_13_327,36.61971830985916,208,568,15672.967116901405,319688.72
x31519_1032_82111_13_599,36.61971830985916,208,568,27634.12550598598,768986.9
x32971_758_64579_13_87,36.61971830985916,208,568,10748.95584313379,184217.42
x33397_510_52578_13_989,36.61971830985916,208,568,11797.154929225351,133726.44
x33529_1020_79626_14_085,36.61971830985916,208,568,23314.872737852158,652206.9
x33600_698_60813_14_06,36.61971830985916,208,568,25579.858427640822,1136625.4
x33701_738_66126_14_104,36.61971830985916,208,568,10363.96685985915,336793.34
x34015_739_66259_14_181,36.61971830985916,208,568,13664.749703169031,268466.7
x35632_899_77408_14_62,36.61971830985916,208,568,12952.02761619717,284665.72
x36290_961_82134_14_75,36.61971830985916,208,568,14447.803983802803,499042.53
x36637_982_78639_14_891,36.61971830985916,208,568,24004.35956654929,1943401.1
x37200_950_80124_15_115,36.61971830985916,208,568,16850.381901936624,1154444.4
x3891_469_2936_3_278,36.61971830985916,208,568,19171.79838186616,1168884.5
x39089_869_75735_15_823,36.61971830985916,208,568,30991.08767623232,240463.92
x4152_512_33528_3_393,36.61971830985916,208,568,55160.444305281664,2358907.2
x5394_580_43683_3_743,36.61971830985916,208,568,14151.056595422528,677733.1
x5498_786_46566_3_777,36.61971830985916,208,568,10553.808650352123,200012.19
x5699_331_26328_3_802,36.61971830985916,208,568,10005.004334859148,805100.2
x8478_746_49844_4_708,36.61971830985916,208,568,124207.99704665536,5435398.5
x8593_694_54041_4_762,36.61971830985916,208,568,15097.096029049317,528867
x8906_566_41823_4_856,36.61971830985916,208,568,41281.43333978878,4269226.5
x9577_808_55349_5_09,36.61971830985916,208,568,8570.810237147894,157972.02
x1002_496_32683_1_376,36.443661971830984,207,568,73795.39950985926,1473373.8
x10262_905_52614_5_384,36.443661971830984,207,568,14898.106172887296,399214.62
x10896_793_48435_5_611,36.443661971830984,207,568,21777.292937676077,954473.4
x12076_771_50337_6_063,36.443661971830984,207,568,10125.082997359159,278246.75
x13247_786_46404_6_591,36.443661971830984,207,568,5295.515136443662,87223.26
x14384_860_60487_7_017,36.443661971830984,207,568,11069.535984507032,385317.1
x15323_500_48305_7_421,36.443661971830984,207,568,15721.222760915543,818876.5
x15635_697_52946_7_527,36.443661971830984,207,568,15944.426672359146,1809702.5
x19478_591_49943_9_173,36.443661971830984,207,568,12139.739187852132,140782.2
x19607_1098_71556_9_218,36.443661971830984,207,568,8370.950503345071,137534.89
x21513_796_52419_10_215,36.443661971830984,207,568,15317.860391725371,306410.3
x21526_826_67354_10_201,36.443661971830984,207,568,22737.17179014087,421186.6
x22411_681_53174_10_657,36.443661971830984,207,568,133842.81435827466,1003232
x23342_796_55024_11_302,36.443661971830984,207,568,10993.960628345054,367569.66
x23482_608_47386_11_298,36.443661971830984,207,568,22969.866736971864,706549.6
x26765_788_55693_12_474,36.443661971830984,207,568,34045.08711954231,528257.1
x26792_710_57241_12_441,36.443661971830984,207,568,21528.496272359193,856230.1
x27140_763_63565_12_548,36.443661971830984,207,568,19598.525355985843,2651504.8
x27173_730_57559_12_531,36.443661971830984,207,568,22031.56409612679,370183.84
x27479_946_71089_12_587,36.443661971830984,207,568,13662.614851232402,790063.44
x29269_934_74683_13_069,36.443661971830984,207,568,8809.948735387336,142326.19
x29554_834_65735_13_137,36.443661971830984,207,568,25644.562362147946,635065.9
x29859_750_62524_13_166,36.443661971830984,207,568,9204.023908450687,248248.56
x30135_472_45196_13_246,36.443661971830984,207,568,8612.817252464778,157113.4
x30453_813_60113_13_324,36.443661971830984,207,568,17780.947207042216,403209.1
x3401_397_27096_3_028,36.443661971830984,207,568,28944.84893802814,837663.2
x35465_908_75043_14_505,36.443661971830984,207,568,215945.17619823982,2897290
x35664_871_74358_14_598,36.443661971830984,207,568,9514.013593661966,274450.4
x36768_986_83366_14_921,36.443661971830984,207,568,24069.71519964789,490062.2
x37901_930_76039_15_377,36.443661971830984,207,568,80645.101322359,773864.75
x38132_955_76882_15_459,36.443661971830984,207,568,24511.542497006994,402522.9
x38356_944_82574_15_499,36.443661971830984,207,568,14608.960892077439,311776.88
x38574_1053_7833_15_609,36.443661971830984,207,568,9499.408378873248,210023.81
