metabolite,ubiquity_percent,n_samples_present,total_samples,avg_intensity_overall,max_intensity
x19969_710_55671_9_404,90.66901408450704,515,568,313913.78854471835,8248909.5
x21073_520_50874_9_977,90.66901408450704,515,568,370827.34116320417,5516524.5
x22250_574_45991_10_593,90.66901408450704,515,568,214974.0437253521,664609
x22282_500_48306_10_601,90.66901408450704,515,568,349691.56375176075,7415570.5
x35355_968_76848_14_482,90.66901408450704,515,568,544426.2176945423,8936976
x37516_873_77138_15_226,90.66901408450704,515,568,390435.00038749987,9059650
x7872_547_39358_4_469,90.66901408450704,515,568,94732.0569146127,1228153.6
x14893_640_55131_7_251,90.49295774647888,514,568,1651503.9258080982,48617156
x20160_682_59838_9_511,90.49295774647888,514,568,600918.5245915493,6323128.5
x20464_769_58256_9_667,90.49295774647888,514,568,1203177.224422888,8772566
x21916_548_50428_10_407,90.49295774647888,514,568,411275.9305772887,7567833.5
x3089_219_17417_2_906,90.49295774647888,514,568,84856.28992922537,1010923.5
x3287_256_26319_3_015,90.49295774647888,514,568,249148.53872852118,1752973.2
x36711_897_77147_14_961,90.49295774647888,514,568,480056.7977211269,7413900
x38558_882_75631_15_62,90.49295774647888,514,568,92875.04296760564,942892.3
x6123_522_39023_3_957,90.49295774647888,514,568,702832.6542586266,125363190
x9817_372_38384_5_193,90.49295774647888,514,568,708882.3842809862,12555268
x1158_386_29019_1_467,90.3169014084507,513,568,595034.3236693662,36685930
x12479_445_36781_6_223,90.3169014084507,513,568,123991.76210281692,1893233.2
x14756_652_55124_7_188,90.3169014084507,513,568,780162.5957123241,11224052
x21487_548_50472_10_207,90.3169014084507,513,568,1195470.6073346839,17448222
x25358_813_62003_11_996,90.3169014084507,513,568,956860.7558698944,9067285
x26251_560_54066_12_288,90.3169014084507,513,568,90984.30520510563,798393.94
x29139_874_58081_12_988,90.3169014084507,513,568,1130004.4963676059,6435702
x30851_802_66947_13_424,90.3169014084507,513,568,388402.4384114436,2853782.8
x3157_572_33071_2_936,90.3169014084507,513,568,99181.98024788733,333203.06
x34702_866_7211_14_315,90.3169014084507,513,568,378063.3172693662,4043899.5
x38840_926_8127_15_738,90.3169014084507,513,568,366855.3456614437,6357995
x390_372_27401_1_027,90.3169014084507,513,568,1043359.2827874996,10465538
x4568_587_22932_3_498,90.3169014084507,513,568,9756961.749156335,46248156
x941_400_3058_1_337,90.3169014084507,513,568,374511.5009198944,4010390.5
x19662_682_59798_9_245,90.14084507042254,512,568,567063.5872878522,7358161
x19970_750_54977_9_407,90.14084507042254,512,568,609942.0448742958,3318196.5
x20507_706_5386_9_704,90.14084507042254,512,568,486277.2517570423,8073944.5
x20603_682_59798_9_758,90.14084507042254,512,568,651641.0066867959,9707211
x21893_566_51473_10_399,90.14084507042254,512,568,231074.58087570424,3457062.8
x23742_820_62076_11_508,90.14084507042254,512,568,1953067.5964350372,23440116
x26457_620_56095_12_346,90.14084507042254,512,568,143312.03785017607,1435775.5
x27951_644_55873_12_712,90.14084507042254,512,568,182605.47991619716,2027359.6
x29207_826_66993_13_04,90.14084507042254,512,568,265601.60565950704,4403599.5
x29533_628_56392_13_094,90.14084507042254,512,568,109615.18035017607,844859.8
x35224_893_73928_14_456,90.14084507042254,512,568,415318.1115447184,3350532.2
x37763_952_83_15_285,90.14084507042254,512,568,639921.5002107393,11723441
x5847_508_37732_3_864,90.14084507042254,512,568,544808.346715669,11457387
x14371_652_55099_7_025,89.96478873239437,511,568,1494939.9150802826,22589592
x14474_640_55096_7_072,89.96478873239437,511,568,2393662.03477007,42095996
x17397_680_58281_8_279,89.96478873239437,511,568,439009.9664169013,6979756
x19452_766_57545_9_157,89.96478873239437,511,568,7759826.979509867,234041580
x20780_716_56413_9_837,89.96478873239437,511,568,331544.4745225353,4984262.5
x24934_684_55583_11_891,89.96478873239437,511,568,362458.0274741196,8623136
x27749_662_57157_12_662,89.96478873239437,511,568,316541.6974910211,5905960
x35306_969_77125_14_473,89.96478873239437,511,568,346649.49702605634,6258467.5
x36757_872_76392_14_98,89.96478873239437,511,568,342679.10526179546,5439149
x5391_581_40009_3_741,89.96478873239437,511,568,533440.8635985916,7856581.5
x13843_782_50945_6_778,89.7887323943662,510,568,996945.9223110916,6697784
x15758_654_56697_7_595,89.7887323943662,510,568,329542.2187961268,5529301
x21481_743_57811_10_286,89.7887323943662,510,568,3364110.2270489438,36244324
x25140_594_54586_11_954,89.7887323943662,510,568,137306.74794419014,2634813.2
x25766_799_62933_12_135,89.7887323943662,510,568,1176485.4163135563,8917935
x6181_565_40496_3_98,89.7887323943662,510,568,179336.77292464787,2607339.2
x7624_583_41498_4_442,89.7887323943662,510,568,1165165.1330713027,8062391
x15376_379_33571_7_457,89.61267605633803,509,568,237641.10406373243,4399147.5
x17483_381_35163_8_289,89.61267605633803,509,568,162035.38460281692,1463780.5
x18304_680_58271_8_592,89.61267605633803,509,568,466816.7047723591,5981147.5
x20689_574_48114_9_799,89.61267605633803,509,568,231110.73900440143,2497675.2
x22121_578_51417_10_512,89.61267605633803,509,568,49655.95110369719,2023573.6
x23073_784_5852_11_103,89.61267605633803,509,568,1926678.2780463004,39510516
x28196_903_56373_12_778,89.61267605633803,509,568,992010.337079225,10637594
x34444_890_71999_14_246,89.61267605633803,509,568,329950.9269489437,3776733.8
x4498_533_25462_3_48,89.61267605633803,509,568,1177604.4121501762,14167830
x14009_652_55118_6_873,89.43661971830986,508,568,623095.9471813381,5090310.5
x14286_626_53586_6_983,89.43661971830986,508,568,667772.7031093311,30081324
x16957_810_53896_8_116,89.43661971830986,508,568,262088.2306716549,6848029.5
x19310_665_49861_9_069,89.43661971830986,508,568,1097391.9802742957,3434180.5
x19679_518_49359_9_2,89.43661971830986,508,568,236910.66009929564,8945257
x21899_754_58215_10_409,89.43661971830986,508,568,532114.9233445423,6071876.5
x22629_692_56037_10_815,89.43661971830986,508,568,1095759.6696535214,23865178
x23136_772_59054_11_144,89.43661971830986,508,568,513715.7960744716,12060984
x23473_728_60353_11_36,89.43661971830986,508,568,334953.6767114437,5479568.5
x24286_808_62292_11_696,89.43661971830986,508,568,10518249.49886956,130940450
x27789_792_63647_12_667,89.43661971830986,508,568,263693.61450299295,2603877.5
x30257_695_55899_13_286,89.43661971830986,508,568,550150.2817475353,4953005
x31765_656_59464_13_624,89.43661971830986,508,568,280520.9454603874,1591422.2
x40599_934_88001_16_521,89.43661971830986,508,568,47222.34979454224,1369370.8
x909_542_32474_1_319,89.43661971830986,508,568,305341.0201540493,19405270
x15340_772_57298_7_445,89.26056338028168,507,568,2878207.7786396123,33274838
x28430_688_58733_12_844,89.26056338028168,507,568,658434.3122274652,9768185
x31752_616_60362_13_621,89.26056338028168,507,568,684719.888252817,5860505
x35231_918_75221_14_453,89.26056338028168,507,568,659779.0429505284,6199418
x35410_944_76716_14_55,89.26056338028168,507,568,422039.61345580965,6169945.5
x8719_395_33136_4_799,89.26056338028168,507,568,218695.48188204222,3158827.5
x1208_253_17992_1_501,89.08450704225352,506,568,64713.97578820424,1089515.9
x16962_812_55313_8_112,89.08450704225352,506,568,251996.44531373237,2131676
x19671_795_57655_9_229,89.08450704225352,506,568,360853.56922552816,5282445.5
x21089_682_59818_10_006,89.08450704225352,506,568,569691.5253602114,7407619
x25150_823_63837_11_953,89.08450704225352,506,568,1628376.8303205993,52247070
x2601_401_34489_2_466,89.08450704225352,506,568,175387.8906876761,9848751
x28905_893_55345_12_968,89.08450704225352,506,568,366360.12540316896,1894297.2
x11125_552_43878_5_66,88.90845070422534,505,568,456389.0908626761,8302074
x11271_786_51583_5_708,88.90845070422534,505,568,8478078.368160741,106269760
x13931_638_53599_6_821,88.90845070422534,505,568,524023.2995985917,13839117
x19941_445_3675_9_387,88.90845070422534,505,568,136333.05692200703,3550703.5
x20656_758_57115_9_791,88.90845070422534,505,568,390930.04330140847,22958782
x21482_570_48721_10_202,88.90845070422534,505,568,315193.125153169,2859196.2
x22775_554_51455_10_909,88.90845070422534,505,568,1519630.7866390846,21954190
x23841_932_62245_11_539,88.90845070422534,505,568,1663682.4407147886,11170415
x24948_799_62974_11_91,88.90845070422534,505,568,473027.65741654934,3732199.8
x25937_776_62007_12_19,88.90845070422534,505,568,158421.78592394377,15961835
x31702_566_58828_13_612,88.90845070422534,505,568,50833.00837042252,886699.4
x3358_510_3573_3_051,88.90845070422534,505,568,315652.4278542252,6957039
x5625_411_32632_3_796,88.90845070422534,505,568,162319.9878234155,4877896
x11679_612_5205_5_896,88.73239436619718,504,568,896637.7565669016,87816590
x12312_612_51998_6_132,88.73239436619718,504,568,2392279.3566741203,325915360
x18106_369_35157_8_527,88.73239436619718,504,568,508508.73135299294,2202235.5
x18902_668_58224_8_877,88.73239436619718,504,568,371092.5595524648,9635119
x1935_553_33175_1_992,88.73239436619718,504,568,16415645.4377104,101878980
x24637_412_41482_11_807,88.73239436619718,504,568,43650.30239242958,3387790.5
x27769_630_58226_12_671,88.73239436619718,504,568,173959.66851866187,2644192.8
x36235_944_7677_14_744,88.73239436619718,504,568,577453.4783301053,5212338
x4814_374_36241_3_581,88.73239436619718,504,568,120041.273962324,1610041.5
x12043_383_39935_6_043,88.55633802816901,503,568,179068.00978116185,1421662.2
x12597_626_53541_6_31,88.55633802816901,503,568,235422.0219463027,5847154
x15875_640_55164_7_574,88.55633802816901,503,568,1027108.948190316,153548160
x20416_802_61844_9_653,88.55633802816901,503,568,1892085.767392078,43529524
x20694_768_58059_9_717,88.55633802816901,503,568,3542271.983220953,42080920
x20974_742_57453_9_939,88.55633802816901,503,568,782686.3328262329,33717030
x26919_820_61894_12_457,88.55633802816901,503,568,312980.2644262323,5824727.5
x28569_822_63487_12_842,88.55633802816901,503,568,73155.15478116198,787590.3
x29246_800_65448_13_044,88.55633802816901,503,568,309349.3047936619,4960858
x12663_624_52069_6_301,88.38028169014085,502,568,327380.5424757042,20816558
x17865_704_5825_8_448,88.38028169014085,502,568,345439.3461107395,7429704.5
x21835_814_57089_10_382,88.38028169014085,502,568,872676.2806748239,4426436.5
x23860_806_60502_11_526,88.38028169014085,502,568,831668.221644894,24117310
x24082_750_54463_11_628,88.38028169014085,502,568,9882737.777428707,96411370
x24906_758_60597_11_886,88.38028169014085,502,568,1224800.1687255276,57193436
x25098_804_5946_11_941,88.38028169014085,502,568,208042.00202500002,1569646.1
x27836_782_64487_12_665,88.38028169014085,502,568,95526.55343010563,1187853.9
x28244_850_66925_12_795,88.38028169014085,502,568,800398.3243022898,22002902
x28932_646_57649_12_973,88.38028169014085,502,568,168664.14613380277,2968130
x32268_286_31047_13_738,88.38028169014085,502,568,34559.96422605634,140913.12
x6270_488_31164_4_015,88.38028169014085,502,568,399802.96983063396,3005638
x19241_682_5958_9_061,88.20422535211267,501,568,179691.00724454224,3660980.5
x20018_700_57281_9_432,88.20422535211267,501,568,257534.7528285211,2494614.2
x21489_530_49376_10_208,88.20422535211267,501,568,664805.0563973589,10949803
x21706_518_49399_10_315,88.20422535211267,501,568,120692.0629103873,8457486
x26711_825_6555_12_455,88.20422535211267,501,568,223710.25200193663,4998913
x2808_379_28414_2_709,88.20422535211267,501,568,483415.9786545774,32848700
x2969_480_3456_2_849,88.20422535211267,501,568,194008.86795686622,4719622.5
x38809_870_75649_15_74,88.20422535211267,501,568,2482475.458937851,27213644
x15467_816_56257_7_483,88.02816901408451,500,568,3179670.771103876,37403860
x17932_770_57505_8_474,88.02816901408451,500,568,117570.24870316901,1628009.8
x20491_707_54171_9_704,88.02816901408451,500,568,195049.58202306338,3470790.2
x22429_768_58989_10_664,88.02816901408451,500,568,1816480.2822617963,80516790
x23621_752_56134_11_435,88.02816901408451,500,568,467022.9033070425,15235869
x2420_522_35617_2_431,88.02816901408451,500,568,212316.34791478873,2916534.8
x26390_842_69015_12_324,88.02816901408451,500,568,56128.6605209507,303535.06
x39506_956_8635_16_01,88.02816901408451,500,568,101251.6655286972,3486798.5
x8744_377_32092_4_801,88.02816901408451,500,568,314430.0378922536,4233375
x18747_680_58244_8_796,87.85211267605634,499,568,268933.664900176,3604275.8
x25052_752_60586_11_933,87.85211267605634,499,568,215832.59933873237,2565751.5
x26097_681_48483_12_244,87.85211267605634,499,568,34257.987380457744,378753.84
x29329_659_57802_13_049,87.85211267605634,499,568,53626.63703010563,651413.5
x1307_298_27435_1_547,87.67605633802818,498,568,57620.55779225352,2524542
x21726_784_58554_10_326,87.67605633802818,498,568,309152.27254401427,7463899.5
x22274_637_6239_10_6,87.67605633802818,498,568,84377.75519489436,538672.06
x23838_655_56593_11_538,87.67605633802818,498,568,881942.6935424294,7540883
x23839_960_65237_11_539,87.67605633802818,498,568,258339.72358257047,1662298.5
x24826_686_57001_11_866,87.67605633802818,498,568,181215.70955352118,3439421
x26548_746_60726_12_304,87.67605633802818,498,568,493965.1908112678,4843885.5
x34891_840_70576_14_365,87.67605633802818,498,568,266067.9006205986,4538927
x37677_975_81858_15_234,87.67605633802818,498,568,180737.90615651407,2847970.5
x6068_625_42484_3_94,87.67605633802818,498,568,451912.5060207747,8148848
x16792_680_58246_8_051,87.5,497,568,262508.3699507042,2165510
x17833_774_58833_8_428,87.5,497,568,8349466.423653339,88107350
x20570_792_58978_9_731,87.5,497,568,2089964.3340172512,33615660
x22360_792_59019_10_606,87.5,497,568,1672810.7748327486,41663696
x27254_644_56106_12_538,87.5,497,568,222077.6552022887,5689902
x27746_586_55698_12_658,87.5,497,568,324138.21447165485,5749888.5
x28223_796_61808_12_83,87.5,497,568,328725.96788785205,2018529.5
x4509_508_3759_3_504,87.5,497,568,511075.0208271122,39484470
x21104_667_51515_9_991,87.32394366197182,496,568,678421.8698151408,2953669.8
x23776_798_61333_11_515,87.32394366197182,496,568,145964.37571091545,943494.4
x26604_800_64293_12_436,87.32394366197182,496,568,595271.8642445421,6888815
x27613_846_63434_12_621,87.32394366197182,496,568,255922.3183783451,2489377.2
x29625_893_55505_13_142,87.32394366197182,496,568,308505.8913785211,1351927.1
x12078_788_53169_6_065,87.14788732394366,495,568,4090932.5502936607,110510300
x13036_626_53557_6_466,87.14788732394366,495,568,269679.102440317,8493150
x15248_654_56589_7_434,87.14788732394366,495,568,142927.32705299297,2903849.2
x20278_792_58964_9_565,87.14788732394366,495,568,2120633.5412382055,27209338
x20391_658_53813_9_65,87.14788732394366,495,568,545975.4878875,10629026
x20959_830_56547_9_927,87.14788732394366,495,568,467272.15516320406,2444037
x21728_930_60689_10_331,87.14788732394366,495,568,631348.829587676,10311930
x26644_790_62382_12_414,87.14788732394366,495,568,589400.3800577467,4300661
x33172_864_70543_13_935,87.14788732394366,495,568,236832.423334331,1648394.5
x33473_624_62987_14_015,87.14788732394366,495,568,69674.33589612674,2088535.2
x3761_384_31097_3_208,87.14788732394366,495,568,32994.66584665493,785221.94
x407_337_23707_1_034,87.14788732394366,495,568,379910.66079401417,4454222
x5989_372_34711_3_908,87.14788732394366,495,568,104926.87618556345,3288265
x18859_696_5408_8_846,86.97183098591549,494,568,194907.39539084502,2292697.2
x21602_939_60185_10_229,86.97183098591549,494,568,271527.52735897887,3927684.8
x22052_834_60115_10_469,86.97183098591549,494,568,1607830.8817764088,22132702
x23610_772_59141_11_428,86.97183098591549,494,568,478898.6491225352,9406769
x24151_840_5744_11_638,86.97183098591549,494,568,4793178.555354925,36571240
x33612_916_73694_14_037,86.97183098591549,494,568,312150.5741001761,3682265.2
x34781_942_75123_14_347,86.97183098591549,494,568,369035.26174612675,3612025.5
x37195_972_79821_15_076,86.97183098591549,494,568,541029.2647834508,5356797.5
x781_301_21662_1_256,86.97183098591549,494,568,255986.97726144354,19039048
x34315_867_72457_14_304,86.79577464788733,493,568,176354.98670933105,1328311.4
x34355_917_73761_14_247,86.79577464788733,493,568,194469.45969295775,2121020.8
x36801_896_7682_14_99,86.79577464788733,493,568,825934.0257443651,11984881
x4574_583_41475_3_542,86.79577464788733,493,568,797205.5863209505,9533175
x6261_296_29489_4_006,86.79577464788733,493,568,62487.17971179572,10905614
x14250_795_50188_6_967,86.61971830985915,492,568,1614412.027163028,7778049.5
x15256_518_49365_7_407,86.61971830985915,492,568,178670.27758697188,2850340.8
x15607_784_58587_7_524,86.61971830985915,492,568,414950.68648785213,6761319
x1654_454_32936_1_772,86.61971830985915,492,568,422335.574480106,16112512
x16696_797_51742_8_022,86.61971830985915,492,568,1153931.7149964788,5595672.5
x19257_500_48165_9_045,86.61971830985915,492,568,228173.62381461266,1391950.5
x20752_814_55861_9_851,86.61971830985915,492,568,131749.7020538733,3210973
x21470_732_61496_10_207,86.61971830985915,492,568,378331.77862253523,4521034.5
x21897_588_49629_10_404,86.61971830985915,492,568,112594.64702552817,1505666.1
